z,ra,dec,r,grModelColor
0.1085837,177.04059,8.73221287,17.6849,0.66327286
0.1039576,177.8967853,9.58398847,17.67485,0.98219872
0.1063336,189.1332478,9.66643417,17.4356,0.81983566
0.1063209,189.203602,9.63975483,17.12595,0.96958542
0.103512,154.2745554,8.67881527,16.63194,0.95446587
0.1058784,156.3803659,8.8679253,15.84808,0.98629665
0.1000558,165.9713439,9.48040669,16.28866,1.03004074
0.1149053,182.1718524,10.12684094,15.59587,1.05295372
0.1068848,190.9028068,10.07312326,15.59376,0.94737053
0.106352,141.2966459,7.69682112,16.43604,0.96568298
0.1185865,68.96940783,25.35062522,20.68228,1.17336464
0.118587,120.7139191,22.01328264,16.44378,0.83588982
0.1070954,152.3521496,8.98134448,16.74662,0.90057755
0.1068247,155.5915965,9.18477845,17.79526,0.71822929
0.1122276,171.1982069,10.19235792,17.58289,0.63997078
0.1033455,153.1297186,6.70186416,17.49571,1.09671974
0.1048805,165.5817389,7.33646787,17.40295,1.0271759
0.1068864,124.8314619,36.55364468,17.73746,0.69047737
0.1198328,128.6699515,40.9508739,17.75425,0.76638031
0.100091,120.8368847,34.97238677,17.24526,0.9460659
0.1045395,158.3046814,7.51720191,16.80334,0.7502327
0.1087973,115.4652497,30.18126658,16.64113,0.66343117
0.1057635,157.3217908,54.10722227,16.83841,0.70788193
0.1006046,185.6362555,8.79248331,16.25535,0.66195107
0.1008329,185.716321,8.9195377,17.22173,0.5868721
0.101046,177.0959293,57.09747287,17.54959,0.91850471
0.1100886,167.5050163,56.60364288,17.2733,0.69081879
0.1142948,171.3346199,57.0566028,17.66322,0.9060173
0.1070765,169.6796253,7.97017594,16.69735,1.20594978
0.1015762,172.8541311,8.0069931,17.03106,0.79615021
0.1128521,177.8337586,8.21968819,17.38836,0.53490448
0.1162652,183.0106796,8.30277191,17.44261,0.67191315
0.1004493,164.1248598,8.11135913,17.67339,0.73275757
0.1177811,166.6622729,8.26162242,17.45874,1.03762627
0.1089137,130.3757714,4.7156179,16.87383,1.03587723
0.1112023,131.098629,4.80695319,17.45781,0.8510952
0.1189414,174.2488859,8.91439855,17.74862,1.0519104
0.1164271,187.822986,8.7882049,17.49596,0.90975571
0.1005434,129.162905,4.98811276,17.82918,1.02066803
0.1189462,175.3950509,10.20076531,17.83687,0.8247757
0.1056849,150.6121844,7.5275942,16.89126,0.74582481
0.1182965,155.7246332,7.98152212,16.39094,1.02410889
0.1108252,139.0688185,6.57979173,17.70862,0.95569992
0.1010763,178.6546426,9.65639314,17.67475,0.92908859
0.1133358,129.6018809,5.91796732,17.26958,1.06005669
0.1046625,139.710222,7.19721459,16.71355,0.91740227
0.114298,143.9589992,7.64039713,17.45324,0.45098495
0.1187067,175.5876233,10.02960033,17.08843,1.02512932
0.1140987,182.2800835,10.13763362,17.15003,1.00459099
0.1192138,188.557822,10.06869215,16.42981,1.0132103
0.1071962,157.4911346,39.96835398,17.31425,0.97602654
0.1066723,188.2373816,49.16977492,17.59725,0.62479019
0.1002704,189.4843065,49.19222818,17.5066,0.51357269
0.1137212,194.4142892,48.84871894,17.2084,0.52224731
0.1099858,212.8291866,45.78778398,17.17321,0.55516815
0.1195225,194.8331739,50.12572792,17.6588,0.5916729
0.1104154,200.1440922,49.58889652,17.71065,0.54808617
0.1106512,197.3514011,50.34952442,16.92843,0.83874702
0.1074063,216.5605942,46.01381912,16.81051,0.99256325
0.1187343,225.6664154,38.16008398,17.61633,1.04970169
0.1182745,175.511278,11.31431344,17.39517,0.56007385
0.1013379,177.6694194,57.46758122,17.43482,0.67440224
0.1043774,186.6162328,57.62475831,17.20675,0.98239899
0.1028317,180.5159177,58.03552543,15.33158,1.06834412
0.115985,158.7871654,10.6390994,16.0895,1.03634834
0.112628,167.2613422,44.93698752,16.60564,1.05355644
0.1062447,180.8898478,46.24961407,17.50607,0.69367409
0.1079507,142.8542954,38.45086315,17.33718,0.95564079
0.1032933,172.8352434,46.3108033,16.80996,0.77248955
0.1156362,179.2666963,9.71685437,17.03426,0.66299438
0.1115635,149.8477465,8.20284816,16.73582,0.88211823
0.1144475,173.0537332,9.81879675,17.23025,0.63573456
0.1072286,186.9123594,10.16249042,17.75677,0.70638084
0.1172742,189.9406557,10.07678888,17.57287,0.99239349
0.1082214,143.4370041,7.97338179,17.71097,1.04665565
0.1185493,153.5522786,9.15736959,15.56259,1.05543232
0.109505,194.0091687,10.33271584,17.71592,0.90111351
0.1191842,136.732818,7.71133893,17.5135,1.06127357
0.1119819,138.9980251,8.02588928,17.87235,0.91590691
0.1127189,139.0966802,7.92267602,17.41144,0.99076271
0.1099108,141.2828561,8.30675838,18.43626,0.45775414
0.1038745,187.3359181,66.00575593,17.33928,0.9728756
0.1193955,187.7801305,66.66465737,16.86358,0.96224213
0.1159936,195.1879748,49.79279466,16.9053,0.99793625
0.1061151,225.6914719,42.34894151,16.90782,0.89365959
0.1152877,226.3252134,42.22189575,17.644,0.96678543
0.1048474,129.0750392,34.54890047,17.51124,0.92753792
0.1121532,170.4488888,49.72182265,17.83946,0.97867775
0.1112323,251.7140748,34.84432761,17.75268,0.6543541
0.107448,258.0541331,27.49703931,16.2133,1.02366829
0.1059851,209.9974484,58.32387218,16.71951,0.98904419
0.1002023,194.3516644,50.30753514,17.37806,0.83789063
0.1175306,166.3250936,49.57451359,17.65638,0.97665405
0.1183111,168.9187282,50.03447647,17.53288,0.66138458
0.1085494,155.1217953,5.26269372,17.35649,0.92148781
0.1090658,156.9159162,5.54586148,16.4568,0.89813805
0.1105478,136.8478723,4.24754139,17.11882,0.99627495
0.1123971,171.6104287,49.74318665,16.96009,1.02172279
0.1110769,157.0632001,47.46810615,16.87505,0.83433342
0.1002662,158.6887742,47.94958853,17.62647,0.76493835
0.1160304,172.1223153,50.29950696,17.6051,0.822649
0.1065662,169.1829616,52.77055241,16.93373,0.67408943
0.1050287,168.8749226,53.67510322,17.22679,0.95738602
0.1026044,203.3065963,53.37210959,17.35917,0.9745636
0.1183877,140.5333233,36.06430488,15.76962,0.60218334
0.1068283,182.766277,55.00803632,17.22805,0.62712097
0.1057498,183.6642651,55.19513709,17.36063,0.88088608
0.1185743,151.3508061,39.01402949,17.34392,1.01346588
0.1064317,203.3417302,54.14514512,17.73608,0.62404633
0.1122458,142.2270015,35.20143227,17.64736,1.05092239
0.1184585,133.6051034,31.94935235,17.21692,1.01254845
0.1138988,188.9542052,55.84809796,16.95154,0.80338478
0.1187774,138.5174784,48.76034914,18.07732,0.46405029
0.105879,356.7870317,15.4317941,16.66078,0.85128593
0.1159466,338.5031455,14.49203805,17.76685,1.02240562
0.1147127,340.3594763,14.63460421,16.83001,0.92539597
0.1171104,343.4712396,12.84346325,17.3631,1.01126289
0.1099916,343.9049327,12.81465058,17.764,1.00849152
0.1047977,7.35113831,13.89116304,17.91957,0.79772758
0.1151506,7.31078636,13.75857303,17.30854,0.9169178
0.1117678,2.01134314,14.16602241,16.34992,0.97763062
0.1192573,139.3855387,43.17778637,17.57915,0.60459709
0.1158826,344.4995586,13.79506695,16.92605,1.00086975
0.1161112,346.382172,13.84430542,18.03611,0.86837578
0.1178906,189.9395066,51.47750768,16.80194,1.07411766
0.1153261,3.99748683,15.1012332,16.44545,1.03199387
0.1149557,4.24281244,15.01804771,16.4555,1.08240509
0.1095752,142.7100955,49.90065842,17.41405,0.15462112
0.1049293,165.9386293,53.06301033,17.45853,0.53711319
0.1039535,170.328139,53.74311974,18.21808,0.88007545
0.1053378,200.5546301,53.61607556,16.9024,0.85429192
0.1043016,204.2696502,53.21380296,15.98651,1.02411938
0.1152475,150.2005162,51.18498608,17.35089,0.35848808
0.1165838,143.0087475,49.25498505,16.30791,0.98578453
0.1146722,157.0093516,49.94023933,15.89568,1.0148077
0.1025785,182.4813671,50.93968811,16.69923,1.02433968
0.116083,144.3842165,48.72547076,16.72202,1.0354538
0.1116769,143.6199752,49.85513434,17.23448,1.02769279
0.1159497,137.9158693,48.21968196,17.07045,1.04936218
0.1189915,138.957548,46.35992217,16.64242,0.78008461
0.1193802,131.0887329,42.08031964,17.93636,7.18014717
0.1097323,136.9718126,46.21857898,16.64241,0.83786583
0.1035931,137.6277093,46.63658022,17.51996,0.93564987
0.1047273,163.3208352,53.62248097,17.06187,1.00103569
0.1089761,145.661814,39.0040552,17.41359,0.73496056
0.1034391,203.3342579,53.34349442,16.83899,0.92271614
0.1016557,203.36987,53.31126496,17.23987,1.03580093
0.1183229,141.263546,8.14906493,17.76028,0.32808876
0.1181226,137.026066,7.85950836,16.66354,0.82368088
0.1188163,156.1737963,10.36759346,17.0928,1.00232124
0.11849,147.8952263,9.96015937,17.27048,0.83519936
0.1023828,202.3896796,54.27687936,17.74904,0.75912666
0.1176776,156.6439319,10.98613655,16.53975,1.04656029
0.1139039,202.6411626,54.13478941,17.50731,0.72883606
0.1012305,205.5983168,53.66712232,17.00565,0.79092789
0.1110922,176.1810786,13.72393136,17.64417,0.60579109
0.1156216,197.9735723,53.28014974,17.0858,0.86001015
0.1165331,164.4264471,50.49064824,20.09619,-0.15540314
0.116822,322.7863364,11.77429802,16.91864,0.8628273
0.1163035,141.3767143,40.32194239,17.54104,0.97912407
0.1168483,119.8489395,26.38989317,17.51965,0.87563896
0.1145714,124.2841661,29.87667413,17.43108,0.89416885
0.1054696,121.0851113,27.85263787,17.19687,0.97997475
0.107324,134.0702592,36.87620428,17.50652,0.95296669
0.1199719,128.1676911,31.92201407,17.41181,0.73698616
0.1167737,140.3860028,39.13758158,16.50611,0.93710327
0.1009069,171.4227069,48.22326098,17.0536,0.6678772
0.1079623,214.2812295,45.17730578,16.97276,0.74806786
0.1140602,214.2558482,45.09243271,16.33749,0.85461998
0.1177405,220.1845803,43.24880407,17.55861,1.08132362
0.1092564,130.4824743,34.04559932,17.12383,0.43058014
0.1104422,170.3727869,48.48812159,16.94758,1.02784729
0.1169027,191.5938725,49.66245017,17.14129,1.02669144
0.1006307,150.5781269,44.89610716,17.0397,0.92179298
0.1021049,153.3573422,45.8077479,16.87549,0.66062737
0.1107784,170.6002747,49.3441079,17.46437,0.89228249
0.104996,192.1996985,50.14215436,17.57714,0.59160614
0.1100709,200.7250078,49.13764813,17.53021,0.6600647
0.1183747,236.4057032,44.41657883,17.01961,0.96142006
0.1026614,239.0013276,43.40850341,16.96949,0.60765648
0.1193063,236.8311899,45.32698785,17.6834,0.43271446
0.1062633,191.7278697,50.44934649,17.35978,0.74107742
0.1077327,208.6896848,57.30670411,17.42755,0.8498497
0.1185852,237.7833055,45.54986751,17.08747,0.98017883
0.1005723,228.7912808,41.53050983,17.22192,0.91880417
0.1000175,214.7928321,-1.67700941,17.18611,0.89129829
0.1086898,222.4078652,-1.54699824,17.15046,1.0351963
0.1107262,235.1645794,3.72513067,16.37226,1.07143784
0.1132306,218.2907615,5.55773447,17.26982,0.50972939
0.1003911,229.6051939,4.71146332,17.63165,0.99085999
0.1011932,222.3016244,5.73986835,16.75718,0.95109367
0.1102184,211.7344507,6.74029698,17.01479,0.96769333
0.1102216,212.0477906,6.69688475,17.02522,1.06784821
0.1195892,212.9421633,6.74852394,18.71546,0.20569611
0.1194848,212.9954607,6.82495726,19.13681,0.34434128
0.1005588,139.8428583,49.01965092,17.28469,0.61890411
0.1135134,219.5486694,6.29316002,17.10592,0.97301102
0.1149283,225.5448956,5.76832845,17.30984,1.01494408
0.1193835,233.0805153,5.1756698,17.21496,1.11574173
0.1036764,233.4598411,5.01989742,17.62248,1.03760719
0.1154799,224.7942925,6.31084873,16.53561,1.03987312
0.1161202,242.1977848,4.99446103,17.48662,0.99799538
0.1031205,137.8125206,46.69114644,16.90812,0.62226486
0.1060828,325.4081557,1.0212539,21.87989,1.19681549
0.1162689,350.986105,13.48986942,16.98827,0.98659706
0.1163279,186.5932454,12.10570382,16.96053,0.8018837
0.109704,174.5145688,12.39422079,16.67106,0.99358749
0.1175837,164.8827948,12.27183999,17.48707,0.8458271
0.1147565,149.5517463,9.68391457,16.15376,0.74920464
0.1084091,156.9889881,10.55826031,17.7135,1.08896065
0.1129391,121.8151453,5.52208505,17.87492,0.9712429
0.1119243,139.1224202,9.0506079,16.72019,1.02050209
0.1171424,191.3804483,43.89516779,17.56526,0.6761322
0.1119917,148.4957247,10.89230586,17.55265,0.58252144
0.1049088,159.2259219,12.42174371,17.4582,0.56981468
0.1165917,171.8825704,13.57034273,16.15014,1.0216217
0.114955,182.9448488,13.85691692,16.78411,0.98944092
0.1197392,143.0111269,10.56724453,16.49086,1.02098656
0.102578,242.3557077,37.05418945,17.24844,0.95848274
0.114994,149.2692551,46.40525398,17.30382,0.58539963
0.1161713,154.47791,48.58687196,17.50652,1.0294838
0.1021471,155.060281,48.84031735,16.1374,1.05821991
0.1142823,212.9162891,52.65477323,16.78357,1.06928825
0.1173082,163.9069239,50.8087956,16.29342,0.9151783
0.1056266,169.3060865,52.63109192,16.89316,0.94770432
0.1067196,169.8981593,52.75472937,16.72369,0.98651695
0.1077708,189.5452779,53.53076697,16.1131,0.95889473
0.104899,146.0687396,42.83786534,17.66086,0.64976883
0.100923,120.6215295,26.7898849,17.64861,0.52260971
0.1065422,138.272205,38.60590226,17.60032,0.95936775
0.118144,153.5005275,9.12237761,17.28665,1.06332588
0.1175677,153.7823952,9.05229102,16.46173,1.01218987
0.1110888,173.3758304,51.26205902,17.74288,0.59903526
0.110718,131.3475783,37.3163363,15.57473,1.00466347
0.1146485,157.838719,48.79076206,17.10528,1.03676796
0.1067847,158.1797907,49.06644013,17.15025,0.93684387
0.1146022,229.0866767,-2.44791156,18.02891,0.90816498
0.1164849,166.805012,50.76416758,17.53786,0.96263695
0.1085656,170.0719056,51.17863102,18.27825,0.31102371
0.1019819,187.5946891,64.09946986,16.21246,0.73055077
0.1081146,183.9490101,57.63136186,17.34433,0.94918823
0.1002842,173.3251646,52.09282471,16.27694,0.91553497
0.1084335,190.0321281,52.57655289,17.34277,0.9483242
0.1068281,115.1609358,25.06933778,17.3656,0.89109039
0.1181585,176.3280419,48.4773796,18.51817,0.39568138
0.111486,126.0910834,34.71192296,16.29254,0.83094597
0.1147763,123.423022,32.14218187,16.49936,1.04984283
0.1032569,190.4294467,56.07621475,16.80621,0.7218914
0.1061049,120.4875312,30.95878438,16.94273,1.01089859
0.1070218,169.8827413,50.46137281,16.72915,0.98598671
0.1000009,176.7750253,51.31422026,17.39281,0.69048691
0.1154917,157.9217458,48.7366362,17.50941,0.87816238
0.1049384,248.2475088,32.88172384,16.93588,0.589468
0.1032081,250.7836663,30.37539437,17.52257,0.97171783
0.1148157,157.1642134,48.84401635,17.71812,0.68168831
0.1025189,157.2039416,48.84726973,16.7699,0.43686676
0.1052457,150.2597233,47.20122013,16.92173,0.48006439
0.1057929,168.5175664,51.69681905,15.9995,0.98170757
0.1121446,167.5527843,51.53193075,16.94436,0.5717411
0.109746,345.9922376,-9.40109783,17.27044,0.9999485
0.1173077,314.1125048,-1.11401717,19.56764,0.86335373
0.1085746,130.4451458,33.61612736,17.04755,1.00691223
0.116669,132.3279966,35.04648351,16.96597,0.90478134
0.1076825,124.3131263,29.88504612,16.42971,0.94507599
0.1008877,126.3969728,32.40611673,17.79287,0.59176826
0.1151105,165.2586831,47.36294046,17.12309,0.81677055
0.1080075,215.8345939,56.68893251,16.9862,1.01551437
0.1091021,215.8527373,56.67856136,18.28069,0.95170593
0.1082846,194.4332836,48.61614482,17.02134,1.00282478
0.1026396,118.0033495,28.48409663,17.71411,0.96285629
0.1193714,158.2806811,50.39600499,16.87151,0.75944328
0.1007828,186.2373429,11.81085179,17.74471,0.99913216
0.1047606,228.8562688,4.88573528,17.47894,1.02949715
0.1143521,142.1011597,49.00220684,17.28891,1.097435
0.1069914,142.2246841,48.37645905,17.60255,0.71593285
0.111682,160.7255403,54.44431896,16.74045,0.83966064
0.1046657,170.0511671,53.64276153,16.97632,0.9520092
0.101841,184.245455,54.61516185,16.77488,0.91191292
0.1087518,206.6135266,47.49245404,16.96937,0.91548347
0.1107768,129.046516,33.61651696,17.64935,0.72290993
0.1110883,126.7191485,32.44249472,16.76058,1.00334549
0.1066409,132.6932885,36.43290657,17.39058,0.74915695
0.1175793,157.4902294,46.90123771,19.88725,1.24562073
0.1120306,172.3433365,50.13232854,17.5547,0.68159676
0.1023342,182.8285815,50.61462664,16.31269,0.7437439
0.1044935,210.0579979,47.86795553,16.28438,0.80123329
0.1060775,155.7974397,47.46679397,17.45902,0.74863052
0.1107871,163.0067076,49.09472399,16.49634,0.80069542
0.1077162,170.3651412,50.21068795,17.20868,0.83293724
0.1119362,195.2791525,50.6470473,17.13959,1.15597534
0.1192925,206.050682,58.619293,17.21291,0.44517708
0.1137088,134.1093301,3.678031,17.71045,0.73528099
0.1031566,236.0073962,47.49339008,17.65278,0.66440392
0.1022197,165.0572209,6.33478368,17.51132,0.57868576
0.1194811,238.9813931,45.68380246,17.32475,0.91530418
0.1061323,165.0855129,6.35396012,17.39927,0.54877472
0.1167892,129.2063657,3.82931248,18.62291,0.76526833
0.100231,249.4222244,37.1183604,17.87424,0.83777618
0.1099194,156.9036954,6.29586122,17.52291,0.91019821
0.1008411,153.6053921,6.5764306,17.58894,0.60361099
0.1152842,154.6812956,6.49091283,17.36191,1.00352478
0.1051217,263.168533,58.66599355,17.65231,1.0062027
0.1148018,265.2213674,55.37999934,17.52152,0.78277779
0.1151951,155.8359435,7.04117126,17.1903,1.02737808
0.1001196,131.4314852,5.45791598,17.75651,0.74075317
0.1148562,132.2400424,5.55406562,17.22155,0.74043465
0.1143154,132.3694596,5.47319861,16.958,0.83447838
0.1100827,160.0843131,7.68841271,17.65451,0.7934227
0.1036628,153.6386578,54.85534194,16.73943,0.57510185
0.1004781,169.5511752,58.10569585,17.46354,0.3562355
0.106043,340.4192135,-0.82858923,16.11465,1.10033417
0.1021387,198.345393,59.18036092,17.2624,0.9746151
0.1067674,47.23565041,0.60745918,19.32016,0.46955299
0.105732,141.358619,37.44388702,17.40608,0.66359901
0.1042638,128.1793855,30.31854077,17.89651,0.93448257
0.1097694,138.2298204,36.48465694,17.55476,1.02482414
0.1091124,146.3388477,40.12560141,17.12756,0.85885429
0.1018947,119.508627,24.60871308,17.64334,0.72136879
0.1071242,120.1024236,25.05378242,17.69664,1.0224247
0.1102992,192.033375,46.21162574,17.74443,0.41879463
0.1105799,169.7119702,45.78196472,16.89958,0.79230881
0.1035465,127.1286206,30.8105705,17.312,1.04015923
0.10547,134.8203735,35.60724918,17.50883,0.73168564
0.1048414,137.938445,37.28086963,16.19796,0.94539261
0.1049701,141.1975523,7.96752938,17.61158,0.94395065
0.1082159,71.42013957,26.18978785,20.13843,1.03094673
0.1141958,225.9752001,38.65362886,17.38559,0.63677979
0.1143408,181.6503022,46.72236375,17.04417,1.01158905
0.1014929,158.2161748,43.9318534,17.32401,0.95297813
0.1061375,168.8071176,46.00915014,16.8704,0.53140831
0.1123982,169.9117706,46.14908711,15.45144,0.94140339
0.1191014,178.0686849,12.30802134,16.50947,0.99850655
0.1164444,154.8341698,43.37109132,17.33049,1.08864403
0.116889,190.0927932,47.46250545,17.58504,0.58577156
0.1175677,157.155787,11.34320456,17.75052,0.99802399
0.1041575,208.3969413,44.36206413,17.61079,0.58055878
0.1174605,178.7012169,13.13903823,16.94412,0.69663429
0.1069255,183.121418,13.30771109,17.3317,0.81542206
0.1170001,225.1594555,39.06225792,16.96798,0.98628235
0.1166112,191.9474109,47.04831137,16.82893,0.98715782
0.1076103,165.5435453,7.63924208,17.33447,1.01735878
0.107126,143.6651925,6.54617769,16.78998,0.95583344
0.1009478,152.3648381,7.1867909,16.51264,1.00327301
0.1060827,259.0584463,27.64186026,17.91749,0.6127224
0.1121807,156.2718838,7.45974838,17.21739,0.80436134
0.1038472,157.7511031,7.62633448,17.21075,0.96525383
0.1103605,170.9921013,58.20380504,17.79733,0.78094864
0.1001774,251.669495,34.54290618,16.39195,0.91268158
0.1172977,152.9093214,55.61664349,16.66985,1.00308418
0.1029925,263.2402174,53.59585156,17.6827,0.7777977
0.1077415,261.4052583,59.1671706,17.02519,1.05704498
0.1160022,202.4943379,57.82758263,16.05974,0.78424263
0.1012968,180.9671831,60.22886571,17.56603,0.77423477
0.1068804,184.2439881,60.8106051,16.88176,0.82056618
0.106442,341.2019147,-0.75824766,16.78555,1.04424858
0.1063872,197.3905136,60.54609802,16.39159,0.98217583
0.1003347,154.7403673,5.45527252,16.10499,0.79245567
0.1122252,175.2389635,10.44043347,17.54246,1.08110237
0.1185947,175.33412,10.30577321,17.31595,1.07795906
0.1187844,175.7079909,10.45012015,16.62301,1.11774445
0.1096218,176.8896705,10.50404145,17.36263,0.98921776
0.1196,127.9318037,28.06176906,18.0321,1.13898087
0.1164279,177.4399838,10.34618526,17.83562,0.75335884
0.1196462,186.3388814,57.82462473,17.1751,0.54909515
0.1053227,186.3890227,62.90779709,17.28568,1.03452682
0.1061274,186.4738073,63.25196266,17.12017,0.96990395
0.1002695,130.5736843,30.23336212,17.39613,0.79912376
0.1071116,129.8469082,30.86628736,16.24974,0.88724899
0.1061368,183.7218854,56.81734916,15.92649,1.03226948
0.1012375,140.742685,36.76114251,17.71046,0.48585892
0.1067962,183.3749528,63.99126743,16.26991,0.99178314
0.1105354,183.2243058,57.48911243,17.4004,1.0781517
0.1189221,119.7084631,23.03789435,17.33947,0.72908401
0.1093992,165.8964769,48.10846403,16.40952,0.91435051
0.1012971,182.64705,49.68959677,17.46521,0.51927757
0.1110344,166.5892906,48.60067333,17.29886,0.43708038
0.1167823,116.4783839,25.24750128,17.7628,1.07086563
0.1039292,128.404045,35.42322058,16.8315,0.90049744
0.1056599,202.8361098,54.09297632,16.70213,1.00986671
0.1071073,127.9514331,36.2600623,17.53946,0.64278793
0.1062537,155.6520283,47.97220018,17.02627,0.70690918
0.1154396,214.483736,52.15581348,17.75081,0.97071457
0.1176122,222.6656063,47.44973707,16.55705,0.75594711
0.1020556,157.0320093,48.85227078,17.24356,0.67835426
0.1187979,228.9765824,45.03179679,17.25285,0.78223419
0.1143419,169.1287011,51.40969611,16.59662,1.01254845
0.1123552,154.2646851,48.48689294,16.76315,0.9897995
0.1062227,147.2154798,46.55998406,17.60137,0.56938553
0.105043,119.4913056,29.79830752,17.7217,0.91874313
0.1009416,186.2466802,11.8366316,16.35268,0.98905373
0.1052457,167.029924,52.87042646,17.37517,0.91861916
0.1147503,359.9949243,15.81704103,17.12132,1.00149345
0.1128309,262.4157805,55.86772455,17.66095,0.909729
0.1155945,331.3523299,-9.56320725,16.76943,0.87636185
0.1044844,329.9848984,-1.20141675,19.1085,0.81635284
0.1163509,330.402398,-1.17432789,18.51192,0.48450089
0.1103005,325.0044909,-0.68871357,18.05361,1.03971481
0.1141337,334.6411669,-0.6880221,17.87243,0.94287491
0.1062477,334.5218976,-0.96499931,18.08815,0.55120087
0.1191488,145.7923938,4.78212576,17.78918,0.63532257
0.1183408,51.66918803,-0.22090664,19.62134,0.55892754
0.1098973,163.9754341,6.12459539,17.57019,0.97933006
0.114584,171.2399909,6.23994126,17.54935,0.63739204
0.1018103,167.4695157,6.67613834,17.67463,0.93737411
0.1164506,172.523805,6.79815418,17.60634,0.99605179
0.1090375,47.78599907,0.62295441,19.4268,0.48099899
0.1034021,51.35403559,0.45686905,18.8667,0.58804321
0.1104884,155.3026616,6.77691632,17.45854,0.5176239
0.1124892,155.3455629,6.82346054,16.94677,0.76391029
0.1108746,155.7127954,6.90553575,16.58421,0.89019394
0.110649,172.1369061,7.5866973,17.73373,0.68361092
0.1189119,137.0932491,35.7141466,17.71896,0.67998695
0.1121185,178.3119158,7.76224934,17.67873,0.96992302
0.1114317,164.3749045,7.8612152,17.43866,0.72617912
0.1096472,165.496859,7.78375433,17.25277,1.01107597
0.1020329,172.9136171,8.16408806,17.76953,0.49127769
0.1048265,173.9457819,8.08500222,17.59737,0.60852432
0.117588,130.1969244,32.82730539,21.38371,0.29550171
0.1084895,128.3560738,5.34477863,17.57879,1.01502991
0.1183517,139.1306171,37.94007587,17.67418,0.42597389
0.106331,151.6537548,7.38884932,15.49107,0.96034622
0.1045521,151.8554555,7.41838109,17.19449,0.84064293
0.1155278,168.2750867,8.36476932,17.05578,0.98910713
0.1101893,177.1656798,8.52079005,17.45173,0.95348549
0.1076796,177.4777088,8.57728415,17.35149,0.77637482
0.1023734,154.6288396,8.65363505,17.75027,0.68399048
0.1054446,177.9232401,10.1086378,17.43647,0.74782944
0.1030877,183.7061449,10.15686803,17.65515,0.7722168
0.1031026,140.7731584,7.79481738,17.6468,1.00322723
0.1032179,143.9189474,7.99726683,15.96229,0.88588905
0.1094526,129.5850549,35.42461971,15.95482,1.03209686
0.1169657,159.6760151,48.88733508,18.40377,0.54479027
0.1076644,170.0086135,50.70795769,17.34472,0.93253136
0.1065214,120.5422016,28.87974151,17.18034,0.99640846
0.1012337,131.5306088,37.87575639,17.65598,0.60777283
0.1055347,187.8990845,67.11492507,17.52422,1.00078583
0.1143206,178.3225812,48.89641531,17.61987,1.00332069
0.1053191,225.2025136,52.20265312,17.58374,0.7469883
0.1187691,163.9878018,47.58491389,16.70919,0.84062004
0.1179644,186.9362219,49.50682629,17.92369,1.00266075
0.1189918,220.7821175,54.33576776,17.33034,1.09002495
0.1148705,195.571605,48.90336192,16.88507,0.92635155
0.116259,132.8641003,35.9519787,17.26197,0.86858559
0.1104633,168.376028,48.71150211,17.48975,0.58460045
0.1118071,165.3871844,48.69466419,15.77262,0.99568462
0.1095664,166.0391156,48.77116938,17.1803,0.94845009
0.1127535,210.2669675,47.49348558,18.2718,0.10850143
0.1185036,159.9221406,56.99699565,17.65951,0.72413445
0.1027268,164.6321844,57.72303057,16.94844,0.70586205
0.1117856,167.1647373,58.18992277,17.55605,0.9187088
0.10884,39.56881336,0.77735604,18.84605,0.30627251
0.1178734,161.3532208,58.17573708,17.67822,1.02825928
0.1159563,163.4108341,58.5563412,17.28524,1.01327324
0.1031312,192.9394877,59.31686538,17.26309,0.56859207
0.1029264,173.3307404,46.74826654,17.4356,0.47176552
0.1157894,178.51485,10.07329112,17.01863,1.02252769
0.1122698,141.7189682,7.92520239,16.53297,0.99606514
0.1096886,156.0737658,9.23662188,17.27972,0.82866096
0.1151576,190.0270002,10.39479556,17.58987,1.02470016
0.1170223,187.909278,10.92387689,17.03276,0.95645714
0.1111035,187.4589312,63.9748598,16.73297,1.10243225
0.1116018,187.4861982,64.00236944,17.66995,1.00098801
0.1084705,186.5692188,62.7469484,17.28604,0.84243202
0.1022687,185.7295481,64.52128676,17.64126,0.9856987
0.1003051,175.791307,48.83953557,16.86306,0.66860008
0.1185966,177.1602352,49.03310656,17.55763,0.77675056
0.1183994,135.069599,8.16815315,16.77211,1.03606224
0.1178226,156.8494348,11.16446507,16.84774,1.02301407
0.1180221,164.9626624,12.77874911,16.83391,1.00027084
0.1182735,69.18718664,25.73056994,20.87632,1.75224876
0.111514,142.3320831,35.40340198,16.60352,0.97881317
0.1008672,130.9032185,30.02205813,17.33783,0.67396355
0.117435,187.3196216,53.8426189,17.26044,0.52994156
0.1084286,203.4888906,53.20116309,17.09776,0.49258423
0.1067982,162.8701934,52.96633432,17.80026,0.93429375
0.1067542,169.0348817,53.93942022,16.55422,0.77840614
0.1009369,136.6240259,56.72825457,17.73704,0.97085953
0.1055833,195.0893151,54.60265968,16.9987,1.05900383
0.1086807,165.728399,48.46206669,17.11542,0.99328423
0.1116104,168.6324191,48.91902475,16.58401,0.53440666
0.1126024,169.5489195,49.1719174,17.566,0.93972588
0.1038637,193.6364451,11.77095339,17.86742,0.95968056
0.1057623,169.6513799,52.76195383,17.49326,1.00581551
0.1186868,181.4383817,53.74986303,17.64143,0.3638649
0.1150131,171.7312053,53.46394941,17.57162,1.00751877
