z,ra,dec,r,grModelColor
0.4548816,151.0389775,6.47030283,19.66887,1.84447098
0.4954206,155.2741419,6.90964174,20.5543,1.77207565
0.4857834,171.0356884,7.53202471,20.89335,1.93371582
0.4912475,171.528936,7.53028894,18.9648,1.73634911
0.4654275,133.7959787,5.36541082,20.31853,1.84344482
0.4840969,135.7032242,5.72213368,20.33046,1.98728371
0.4577364,144.1719392,6.46570098,19.30419,1.97471237
0.4551725,144.6447298,6.38081741,19.7633,1.76569176
0.457612,164.4531408,7.73838094,19.36769,1.97623253
0.4526248,137.0696573,6.2352479,19.576,1.61602783
0.4496416,142.2859917,6.68148145,19.43624,2.14570427
0.481699,155.1039964,7.58338325,19.40607,1.60012245
0.4881186,161.7979388,7.98869277,20.16317,1.75119209
0.4865392,185.318351,8.7815949,19.48076,1.72712517
0.4427812,189.8038438,8.75516319,19.36992,1.66390991
0.4647323,197.2112715,8.51678625,19.48447,1.83453178
0.4720361,129.2591082,4.89049624,20.22525,2.16088486
0.447426,153.7085351,7.9256614,17.87987,1.35393715
0.4260434,154.8712521,7.89452968,19.61409,1.87848854
0.4835299,173.2435241,9.11151679,20.07475,1.38884926
0.4094805,175.6215861,9.12135507,19.5824,1.90000343
0.464696,179.4071089,9.25696779,20.00752,2.49580574
0.404028,186.7994754,9.31288517,19.62345,1.92373657
0.4585474,194.0923631,9.04954881,19.55405,1.84692764
0.4967077,136.2141101,6.40097697,20.11492,1.55804443
0.4519754,143.2559768,36.2865678,19.97057,1.62466049
0.494397,154.991135,8.36501525,20.22418,1.47130775
0.4272186,114.2572637,18.37055355,19.86126,2.11918068
0.4487314,158.9051236,8.68712731,20.13448,1.76791382
0.4860721,160.0446705,8.81321158,20.52613,1.51789474
0.4583434,166.2951064,9.11066041,20.28386,1.54716301
0.4453944,180.6072658,9.75592471,19.27085,1.64685822
0.4300545,183.5288822,9.70977709,19.5148,1.75465393
0.4494993,183.5927671,9.71191925,20.43913,1.64170456
0.4450746,125.5701209,28.15309943,20.88204,1.20144653
0.4858787,189.4712499,9.59551088,20.03147,1.77714348
0.4808225,132.1680034,32.29799381,20.27472,1.46080399
0.4506115,168.6428556,49.2874329,20.26573,1.7440052
0.4979157,169.6306021,49.54341656,19.99461,1.7104187
0.4953732,127.2376859,7.11144079,20.42575,1.50667
0.4884691,171.3487008,49.80086231,20.19312,1.34873009
0.489076,174.5956792,50.02588836,21.2633,1.90850639
0.4690255,187.5486456,50.57910652,20.05687,1.52646637
0.4249373,159.7396315,48.25120503,18.88941,1.77258682
0.4604883,187.8045681,13.01831724,20.58388,1.63901329
0.4673806,152.3555735,49.06741876,19.82462,1.70758247
0.467042,169.7445563,52.85537728,20.29755,1.36220932
0.4631881,134.1158043,8.63962656,20.51551,1.67827797
0.4205539,147.6284794,10.72137927,20.3431,2.11398125
0.4983,184.6946271,53.79184285,20.2564,2.04013824
0.4822908,191.3207619,53.77550302,20.69957,1.77181625
0.4925665,195.2253802,53.36630508,19.49757,1.83849716
0.4862334,209.1908088,51.29768848,20.57872,1.48976707
0.4665821,156.6549748,50.71429261,20.3364,1.58991051
0.4666591,156.6400538,50.79539815,19.9282,1.7619915
0.4497439,140.5911668,9.64805557,19.42592,1.92671776
0.4118551,164.9165548,52.42770433,19.2385,1.79000282
0.4514313,166.8621344,52.77412567,20.24415,1.61338043
0.4624428,168.4324794,53.13994119,19.13996,1.84964561
0.465993,168.5922079,53.1360751,20.3456,1.66770744
0.4688454,169.1737005,53.29416937,19.76359,1.88724709
0.4586747,186.3081174,54.33221141,20.62883,1.9466095
0.438146,187.8228504,54.31639045,19.44482,2.00993729
0.4972387,195.0597261,53.93718895,19.30632,1.3191433
0.4798278,195.6708248,53.78446262,20.00002,1.44804955
0.4882038,198.146084,53.60173462,19.33573,1.73177528
0.4672481,203.8857035,52.63839408,20.83162,2.29753876
0.4870842,153.1101162,50.07512553,20.37765,1.83778191
0.4811391,155.0517015,50.79710442,20.09917,1.50876236
0.4184088,161.004467,52.18845845,19.68488,1.5155201
0.4921709,175.6246988,54.32304642,20.54547,1.16186523
0.4804077,179.3532511,54.47652772,20.06514,1.6754055
0.4932117,201.4501682,53.51207568,20.3973,1.5319767
0.4423919,141.9844391,10.44251617,20.81833,1.48430443
0.4507549,201.427886,53.4415085,20.06729,1.28391838
0.4599054,210.7264458,51.89978513,20.33527,1.62388611
0.488671,157.3805464,51.90103562,20.48529,1.73657608
0.4362936,209.1957664,52.51060897,19.51333,1.29966545
0.4372839,209.7900021,52.51257167,20.60544,1.75753021
0.424344,164.2398245,53.70093719,20.30252,1.74728966
0.4109762,169.8723663,54.67287568,18.68294,1.76523209
0.4232978,176.2484947,55.19175293,19.61941,1.62847519
0.4773934,206.2593361,53.62348528,19.99991,1.83255768
0.4838292,155.5483444,13.20741018,20.37451,1.51959801
0.4721717,208.0556254,53.27042764,19.33697,1.39029503
0.4736882,154.1448041,51.7800945,19.63648,1.84813881
0.465197,155.1517539,52.01219534,19.69538,1.71673012
0.4610459,159.0285145,53.12087993,19.71773,1.49879646
0.4331858,175.5214839,7.53732136,19.58585,1.97937012
0.4832259,136.9529293,31.61392996,20.24804,1.70451355
0.4513291,137.5973698,31.92561786,20.56814,1.60427284
0.4641421,144.0860549,34.87799439,20.38223,2.0009346
0.4020383,205.5896069,7.04360621,18.76782,1.79211426
0.4484652,145.5762905,35.35157279,20.30236,1.62556648
0.4962845,147.1809699,35.92832794,19.64851,1.62888145
0.4801953,152.1413498,37.72702372,20.61455,1.5107975
0.425357,152.6118684,37.95780777,20.35432,1.6566906
0.4419476,158.3927936,39.41984579,18.7342,1.79083061
0.4581503,167.0792068,8.16711363,19.86788,2.10224915
0.4566985,137.8930112,32.49157471,20.26165,1.6459446
0.4519125,138.6682076,32.84835964,20.13239,1.71406174
0.4058593,141.7031647,34.32458941,18.93917,1.57920265
0.4415411,151.21125,37.8626215,19.55845,1.6781292
0.4998896,156.8659134,39.57152135,20.43526,1.49394035
0.4895684,132.2910876,30.2451441,20.9394,1.50233078
0.4565019,144.3011029,35.81607415,20.24247,1.45793724
0.4198893,145.2827911,36.19899921,19.30979,1.71038055
0.4507725,145.8229944,36.3563821,19.53198,1.97238922
0.4462197,153.5855014,39.07941326,20.32872,1.46146965
0.4000327,222.6136066,49.97640766,18.77435,1.76508141
0.4619971,225.7464833,48.8676428,19.86427,1.71049881
0.49898,226.5804723,48.45361224,20.55596,1.84620857
0.4946972,236.2392417,43.16766705,20.37233,1.552351
0.4469639,243.4752278,37.95995962,19.93194,1.79868317
0.4018132,245.6050066,36.33123336,20.68392,1.8174305
0.4357851,248.2448769,33.66382177,19.62662,1.82955551
0.4627992,196.8326016,7.99380464,19.71049,1.74770737
0.4542027,251.0001023,31.08214228,19.67056,1.86057091
0.4848718,257.1857616,23.92973807,19.97767,1.74041176
0.4537425,189.6905654,56.93493422,19.9677,1.66348839
0.4986968,194.7312061,41.094159,20.94538,1.53428459
0.4112175,198.7079832,56.21088912,19.58419,1.77311897
0.4668845,221.122839,51.20071454,20.2317,1.86213684
0.4456133,208.7512522,39.07637056,19.59225,1.74775124
0.4822017,226.4245179,49.00082554,19.66085,1.71695328
0.4475648,227.8874338,48.47394795,19.96008,1.64720345
0.4766503,235.7039717,44.18338982,20.3526,1.7647953
0.4995565,247.4382132,35.31025794,20.45431,1.93263245
0.4527399,219.7852254,51.97036419,19.68389,1.56730461
0.4548463,223.8031383,50.73281493,20.45078,1.76039886
0.4336165,183.7247234,42.04465119,19.52746,1.7698307
0.4552653,196.8278317,41.2612622,19.86255,1.59427452
0.4896528,196.9942059,41.42021203,19.91378,1.70513535
0.4686559,236.382835,44.25621086,20.71687,1.62416077
0.4717198,240.8534407,41.33981153,19.70764,1.28717232
0.4556333,250.0900948,33.37132304,20.07844,1.88993263
0.4835036,207.3195682,39.73864389,20.33502,1.49378014
0.4794527,220.3202517,52.32165054,21.60715,1.58096313
0.4743007,224.9654635,50.57178396,20.58996,1.5972538
0.4701772,189.5978119,50.61977271,20.46377,1.58661652
0.4607986,121.5952659,26.21194299,20.50438,1.55806351
0.4969526,204.3857324,49.1677636,19.99314,1.75198174
0.4991725,208.0531691,48.33530985,20.44312,2.00025368
0.4804041,128.4841159,31.22657152,19.99144,1.73057365
0.4751211,155.8336171,47.38883821,19.67197,1.70869827
0.4740092,163.0315369,49.08151153,20.73224,1.3882618
0.4834131,164.0249648,49.30545383,21.04075,1.5010643
0.4734265,182.0245775,51.04921381,19.92304,1.70178032
0.4536033,150.9507331,42.30414015,20.1967,1.38645172
0.455833,114.7849965,20.97187945,20.77956,2.02878189
0.4757425,206.1202447,49.13473701,20.54186,1.73874283
0.4130131,206.5570764,49.07361587,19.27271,1.7349968
0.411359,126.9254552,2.86716907,19.13985,1.83972931
0.4630287,130.6618413,3.31568773,20.22335,1.54702187
0.4609141,115.9965506,22.59360567,19.6703,1.6487999
0.4943158,132.8995267,3.4304115,20.74022,1.52066803
0.4627624,138.033416,4.00896726,20.20748,1.36785698
0.4135348,150.7476561,5.05180059,19.5989,1.74518204
0.4003014,160.2478226,5.69705019,19.30811,1.73457718
0.4922979,128.7588742,3.49097276,20.25128,1.64593506
0.4896335,136.4585863,4.28344193,20.23465,1.73856735
0.4980408,142.9199917,4.82367652,20.44024,1.617733
0.4215572,162.547409,6.14162242,19.37219,1.74196434
0.4856827,163.21949,6.19124302,20.1497,1.58083916
0.4996271,164.2741539,6.34153765,19.53511,1.94425964
0.4571738,126.2233449,3.52009183,20.5197,1.88237381
0.4580761,126.3502551,3.5331078,19.00432,1.84389496
0.4029143,129.8344075,6.12120871,19.18909,1.70336723
0.4727775,130.9392961,4.12101064,20.25279,1.70640945
0.4896699,141.4689604,5.19667091,20.24335,1.60806847
0.4735906,138.6600609,7.63381967,20.36022,1.72266769
0.4519324,142.6174165,8.20999882,19.9723,1.75594902
0.4468254,151.2393937,5.95852111,19.4619,1.71237183
0.4848395,161.5970841,6.56058553,19.15123,1.71494293
0.4872296,120.6008438,25.58745354,20.66978,1.28160095
0.4928308,162.2260916,6.57409277,20.57389,1.74850082
0.4974487,118.5680646,24.46190503,19.8832,1.75640869
0.4087042,124.7300072,3.74867434,18.90844,1.67411232
0.4547082,157.1532664,8.413579,20.45412,1.55356598
0.4591976,135.1060222,4.96745245,19.88399,1.47483444
0.4851462,137.222025,5.2193511,20.72306,2.10346603
0.4462298,165.0012269,7.08795739,19.61724,1.96295929
0.4634082,123.7193678,4.13110303,19.65738,1.74702644
0.4719531,125.2352159,4.3772096,20.44853,1.91620064
0.4845078,130.8889753,4.95721967,20.23275,1.82002831
0.4826854,133.5563568,5.25320373,20.20051,1.4418869
0.4670284,135.085364,5.45654563,20.07546,1.42077446
0.4833001,135.2415167,5.34478094,20.08506,1.90402412
0.461536,141.1311668,6.01439287,19.64454,1.82398224
0.4945613,141.5716604,5.88380313,19.36531,1.71528816
0.4097795,146.14514,5.13850088,18.80517,1.64561653
0.4480437,149.6775475,5.29405248,20.089,1.53841591
0.4458978,150.7280642,5.43730938,19.02489,1.7415657
0.4782946,123.4286169,5.60598304,19.69781,1.19502068
0.4831989,152.6092331,5.5072633,20.15598,1.30460167
0.4596097,161.4348623,6.21484761,20.03647,1.60552406
0.4404288,163.7789447,6.24852035,19.61031,1.8488121
0.4982053,142.5216192,8.15097628,20.55142,1.60857964
0.4376087,165.7404143,6.43502798,19.95284,1.65929604
0.4906791,137.6988719,4.7873269,20.54452,1.32456017
0.4892998,125.3969339,3.91433665,20.1555,1.60726166
0.4516783,127.1161676,4.09495702,19.42928,1.84216118
0.4583156,119.3899595,24.04026222,20.47938,1.78259277
0.4930993,128.692114,4.20717121,20.34573,1.76424408
0.4530589,130.3334185,4.43720845,19.21581,1.74803352
0.4838882,131.100715,4.62888055,20.48632,1.72467041
0.4497347,137.5319062,5.23855574,20.00883,1.84209251
0.4271887,146.6279835,6.01308054,19.84088,1.86140442
0.4526555,150.9048638,6.42155929,19.90771,1.47501945
0.4069004,152.1164068,6.32805233,19.14179,1.92793846
0.4324505,154.5287541,6.66618667,20.08453,1.66382599
0.4578909,159.640817,6.83938738,19.97674,1.82436562
0.4560593,161.7872542,6.9189768,20.74179,1.58545303
0.4431832,133.3144671,5.27765894,19.56747,1.78649521
0.4974585,170.1320112,9.48407915,20.69899,1.63051033
0.4556996,137.4205766,5.5433609,19.81988,1.84764099
0.4803009,140.4959882,5.93550799,20.47737,1.69638062
0.4041843,143.408267,6.22604062,19.17289,1.95077705
0.4838377,146.3253297,6.32576068,20.03993,1.48347664
0.4567577,151.8710825,6.8607942,20.8671,1.68013573
0.4372652,156.5110995,7.07960159,19.31806,1.72580147
0.4480061,156.8517985,7.13543894,20.13122,1.77057266
0.4804593,122.6728371,4.50612687,20.0711,1.81858063
0.4482219,135.0043367,5.79114181,20.03874,1.91337013
0.468163,136.6028993,5.87498292,20.12174,1.90618515
0.4784263,140.5530826,6.40593636,19.76372,1.53229523
0.4938165,158.5525007,43.25908992,20.28787,1.71974182
0.4502203,146.9339462,6.8761119,19.24132,1.6710701
0.4920434,165.3778927,7.95876238,20.32134,3.13390923
0.4873733,153.2764742,54.69832571,20.17063,1.60289001
0.4815446,154.2974827,55.07983808,19.62922,1.78842926
0.4228391,156.4198751,55.72582461,19.65882,1.77389717
0.4818973,167.070929,57.68244002,19.9528,1.68844414
0.446451,150.1241972,41.22378432,19.45849,1.77479744
0.4636178,150.8809994,54.62894913,20.29192,1.50590515
0.4545093,152.0329796,54.84507608,19.29721,1.79844284
0.4450109,153.9960027,55.54979256,20.28622,1.75463104
0.494433,159.7460971,56.802519,19.96381,1.45493317
0.4729841,159.2981562,57.32583943,20.4774,1.68288803
0.4793646,152.9971679,56.11782239,20.36626,2.11407089
0.4808194,156.2123181,56.97455263,20.54076,1.98659515
0.407088,170.0826764,60.27227113,18.97353,1.72324371
0.4720831,146.008194,40.13376353,20.45775,1.86314583
0.4469327,191.0268653,58.85681007,19.86092,1.34750748
0.4789761,140.6328941,45.58269231,19.85859,1.70638847
0.4860254,143.0209281,46.9872465,20.39837,1.39633369
0.4328434,200.579623,58.52840695,20.17036,1.81005669
0.4689553,167.6411501,46.16495374,20.34682,1.49039841
0.4085564,179.837872,60.61531662,19.27782,1.72902107
0.4958469,185.6544915,60.6612763,20.35995,1.8476162
0.4914143,190.9729749,60.98371064,19.44288,1.62104034
0.4308249,137.3358655,4.55688672,20.67785,1.30586624
0.452998,140.3009258,38.12315703,20.24516,1.51412582
0.4791561,148.028859,5.49941734,20.39353,1.78129959
0.469736,147.045509,40.96089766,19.95214,1.71917343
0.4702844,160.8909594,6.29404096,20.28998,1.94436836
0.4230076,163.0145939,6.47271763,20.20466,1.6369381
0.4845293,173.5765499,6.78804231,20.50154,1.42914391
0.4061293,128.7642757,4.04449721,19.26819,1.61372185
0.4475793,138.0009519,5.10462124,20.23756,1.82094383
0.4949495,161.9633707,6.80603269,20.02809,1.05332375
0.4976277,177.1533984,47.52277255,20.79094,1.3119278
0.4944887,128.8724996,4.56177062,20.89598,1.71687508
0.4939045,155.5592038,44.33478475,20.45704,1.74273109
0.4978444,135.1382387,5.22693606,20.78844,1.44166565
0.421464,138.9131738,5.51217738,19.58492,1.91090965
0.4495795,140.0903903,5.56849063,20.74749,1.62884903
0.489916,141.7536016,5.79876746,20.27743,1.81640244
0.4607649,151.2578351,6.94135685,20.15637,1.95537376
0.4783898,160.4889778,7.4974551,20.57056,1.36278534
0.4779681,163.3619151,7.67032549,20.2967,1.74973297
0.4923298,175.4939137,8.02988523,19.34068,1.62094116
0.4018313,177.5537095,8.14040441,19.19166,1.68199348
0.4518391,183.3733142,8.14589291,19.41185,1.9964962
0.4820863,127.9652677,5.24910383,18.94114,1.6628952
0.4997547,140.3655196,6.5471344,20.0675,1.69036293
0.4981494,173.1048291,8.49658242,19.88078,1.96840858
0.4903541,175.5188655,8.52341328,20.25229,1.95423317
0.4563463,192.1071103,8.73871512,19.35855,1.72786903
0.4626949,196.3871845,8.62568178,20.48127,1.8076992
0.4621094,156.0704773,8.1386465,19.40889,1.64280701
0.4480376,159.3918451,8.23368055,19.4077,1.6783371
0.4182904,127.9165673,6.11198203,18.85603,1.79359436
0.4768374,162.5844617,8.56285404,19.98068,1.74107742
0.4306461,168.2761175,8.91561229,20.07169,1.93603134
0.4777638,174.1271605,9.13945341,19.11034,1.60526466
0.4806643,183.4191176,9.20311741,18.72282,1.82030678
0.482285,183.7933171,9.24231766,20.20099,1.27027512
0.4949674,189.2513223,9.30234246,20.15296,1.56492424
0.4985447,140.8159172,8.70929949,20.24112,1.9219265
0.4906511,191.721372,9.19894793,19.94511,1.79553223
0.4915958,192.9852603,9.22120465,20.21212,1.61872482
0.4959287,174.7566402,8.83522448,19.57752,1.57103348
0.4432099,167.1526675,9.39312435,19.44602,1.53154182
0.4680985,169.0433168,9.52319333,19.98194,1.59499168
0.4920736,169.4652131,9.56688016,20.59402,2.20011139
0.4608737,176.1839437,9.73029338,20.55924,1.37398911
0.4615792,181.9138938,47.0283581,20.22873,1.73855591
0.4929966,183.5823518,9.8685495,19.93021,1.24934387
0.4842823,172.9341496,10.18209839,20.69379,1.32293129
0.4072828,192.6175577,46.61830645,20.83371,1.88513756
0.4080047,169.1730544,10.34768681,19.08331,1.90233994
0.4429562,176.2648369,10.54467073,20.33385,2.14920044
0.4589242,205.8234586,45.03895338,19.64702,1.82493401
0.4930514,169.6796056,10.86470432,20.27707,1.72151566
0.478414,144.0090729,38.47002664,20.38811,1.68703461
0.4876724,161.1892314,44.0167957,20.2718,1.77529335
0.4917008,172.6237852,45.85659988,21.27929,2.71699524
0.4800257,131.7909133,32.57375267,20.50574,1.2213974
0.4534186,140.1965483,37.20079806,19.83251,1.29429626
0.4790023,143.6289664,38.77610209,20.94061,1.46826172
0.4394325,148.4457097,40.72750873,20.61967,1.65654564
0.4891404,151.1555544,41.56613292,20.63562,1.67383385
0.4477514,152.4581869,41.99633522,19.27314,1.77031326
0.4858422,159.4395653,44.1030792,20.14876,1.89955902
0.4307947,162.4653015,44.59034461,18.89822,1.93675041
0.4826836,179.8215875,46.93867293,19.87327,1.7525959
0.4238221,122.2648315,26.50323789,19.29993,1.69137192
0.4560802,130.6457024,32.33100263,20.15617,1.82970238
0.449068,140.8067788,37.9846479,18.7998,1.54776192
0.4146148,143.8295534,39.20117327,19.34691,1.79120064
0.4976173,144.4466496,39.5427357,20.27798,1.61449051
0.4385521,214.4599274,43.92122066,19.84137,1.64452744
0.4423411,174.1098014,46.88424231,20.6341,1.58499336
0.4741614,179.3313835,47.23067916,20.2352,1.74248695
0.4359969,126.5414022,30.07882059,20.20881,1.66356659
0.4493914,137.2877633,36.59187548,19.64814,1.79177475
0.4393192,145.6267021,40.55770548,19.09289,1.78291702
0.4875358,148.3303084,41.63877281,19.73372,1.58147621
0.4954311,160.0931937,45.02539889,20.57454,2.18247795
0.460433,162.8037758,45.67444538,20.62976,1.86189079
0.4772877,170.4704383,46.85291973,19.73203,1.70629883
0.4306185,173.6695736,47.21546541,19.02961,1.74034691
0.4798039,135.0884225,36.05389986,19.89133,1.77448273
0.4436049,146.4896208,41.32721203,19.52692,1.76621437
0.4257754,149.4313609,42.2967716,19.49132,1.75758553
0.4607568,150.9770453,42.9419236,19.74468,1.62210846
0.4500625,153.8851094,43.76295325,19.13742,1.74222946
0.4522744,163.8817351,46.36851249,19.53545,1.84022522
0.4685166,164.0895315,46.32339716,20.13496,1.48568916
0.4698658,164.3935731,46.44277146,19.54704,2.21558571
0.4500131,165.0138586,46.40566794,18.75231,1.76575279
0.4643117,248.7315739,24.65726238,20.62416,1.78689194
0.4933723,142.9485736,40.98230376,19.78677,1.57244873
0.4658725,146.4526004,42.34233741,20.17101,1.63383484
0.4739128,147.0752459,42.5391505,20.39093,1.78530502
0.4664376,147.2665292,42.83118817,20.10829,1.40001678
0.4706013,153.6825108,44.93400611,20.31906,1.80391312
0.4794574,155.6481142,45.55398838,20.17765,1.84136963
0.450146,205.2025881,58.21363269,19.72609,1.81575203
0.478556,212.8662956,56.81152286,19.92638,1.72775841
0.4874074,156.8548651,45.74740773,19.85426,1.63637352
0.4798228,160.6783809,46.92060842,19.62155,1.98646355
0.4786285,169.2939942,48.45079746,21.10648,2.23610115
0.4086842,237.2143878,46.47968382,19.4001,1.69512177
0.4782409,170.5868182,48.48992051,20.45182,1.6085968
0.4367583,180.510613,49.41140857,20.1821,1.69025993
0.4384925,181.6807131,49.47982342,19.49651,1.82708359
0.4867544,186.8784723,49.43506307,19.9646,1.8798027
0.4657894,222.094496,43.05506475,19.49287,1.76374817
0.4940063,128.0672115,32.83636596,19.37716,1.6323967
0.4906849,141.80768,40.9710611,19.88738,1.80329514
0.4294251,149.5728031,43.92800042,19.58442,1.74623489
0.4529399,150.750237,44.46474315,20.31255,1.89129829
0.4444725,150.7869652,44.48381435,20.42328,1.71315956
0.4967313,150.9923268,44.54550489,20.58193,1.48869324
0.4882241,174.9048399,49.35978616,20.43743,1.6808815
0.490548,175.773289,49.52170543,20.3623,1.57413101
0.4361137,183.4991241,49.93362709,18.69493,1.57625771
0.4403077,189.1159948,49.87556152,20.04256,1.16961098
0.4804121,194.5017647,49.4731913,20.6475,1.69483566
0.4914537,197.4973849,49.28445664,20.44505,1.77174377
0.4817421,235.9512752,48.62884828,20.16431,1.59070396
0.4347928,198.6707322,49.14982353,18.67874,1.75876617
0.4634543,205.7213502,47.96301097,20.52524,1.77969742
0.4557528,207.9941135,47.58829744,19.8372,1.77025414
0.4669282,212.4102042,46.50517108,19.56254,1.80306435
0.4616526,212.6307334,46.3413054,20.12922,1.63414383
0.4595417,216.1723142,45.43330347,20.07053,1.71644211
0.4530179,220.1395247,44.23999572,19.74758,0.81621933
0.4168656,223.7269648,42.89340423,19.29185,1.72435379
0.4424586,147.3475119,43.68341981,19.99053,1.60668564
0.438788,155.2237185,46.24188385,19.79882,1.7179184
0.4733532,161.2805584,47.76017526,20.26598,1.5679512
0.4863297,173.997543,49.79950912,20.82325,1.64892197
0.4973499,175.8510308,49.92680363,19.82807,1.74821663
0.4186045,257.4893575,25.42504988,18.92588,2.02202606
0.4100094,237.2191354,45.56626037,18.98297,1.66005516
0.4753146,241.9194083,42.20369555,20.25425,1.878582
0.4893061,185.7902628,50.30102037,20.01641,1.85952187
0.4605211,190.6727484,50.22044648,20.87059,1.66868591
0.4864687,200.8297758,49.17005479,20.28584,1.59198761
0.4568964,208.2024932,47.88613434,18.94172,1.77033424
0.464277,211.910907,47.02967796,20.66869,1.89724159
0.4949791,145.63076,42.5340944,19.91201,1.59133911
0.4619666,146.0294623,42.73938962,20.48849,2.31940842
0.4884727,157.1958634,46.33759369,20.59418,1.72167206
0.4570514,167.786758,48.59603216,20.3968,1.70188332
0.46444,193.2825531,49.60377466,20.51088,1.81172943
0.4973373,197.6049707,49.10289838,19.92739,1.25379372
0.4881923,235.492527,47.94706248,19.64365,1.63361359
0.4436232,139.7940512,40.43131943,20.12986,1.86584473
0.4864274,140.8996566,40.93867426,20.08563,1.56895828
0.4947966,249.1557281,37.38104327,20.36749,1.71953392
0.4938633,149.45308,44.4130278,20.36851,1.75573158
0.4937862,153.2528369,45.6311355,19.83403,1.78814697
0.4714205,157.0149882,46.85060536,19.99544,1.52401924
0.4802824,159.4743788,47.37035718,20.51313,1.76912117
0.4481093,201.2085963,7.44073463,20.80588,1.39885521
0.4356907,13.17819041,-1.0757083,19.56207,1.77244759
0.4969234,159.7976386,47.55693055,20.67335,1.52594757
0.4845182,160.6868445,47.75996905,20.23059,1.54894638
0.4699275,161.8893956,47.86650997,20.4207,1.77971268
0.488989,169.4701623,49.30807231,19.01409,1.91105652
0.4296692,186.7814145,50.24811016,20.23508,1.69844818
0.4883338,194.6060419,49.92140693,20.1464,1.75981331
0.4183434,198.2576113,49.64791616,19.32697,1.86958313
0.4453603,3.47207219,35.30543529,20.29881,1.47468376
0.4580855,208.4456801,47.82655747,19.05064,1.71924973
0.4542468,219.6360296,44.71859259,20.30684,1.55234528
0.4937184,221.5928232,43.97418924,20.02625,1.35951996
0.4212731,344.239566,-0.80582003,19.66125,1.74933243
0.4697249,49.86703661,-0.37525158,19.71244,1.67515564
0.4406312,231.1691295,39.82648411,20.52028,1.6543045
0.4554262,127.5732794,33.68195436,20.35245,1.76255989
0.4550532,129.5799899,35.13997438,19.66876,1.94419861
0.4653506,131.4702812,36.30037005,19.86847,1.66258049
0.4274219,140.1903947,41.14691728,19.198,1.6762619
0.4331926,142.3725957,42.08796249,19.61921,1.86024857
0.4144951,142.9154311,42.30165186,20.58155,1.59496498
0.4932716,211.2606007,47.74763774,19.72544,1.85144234
0.4266344,216.371289,46.21811612,18.94032,1.77623367
0.4455814,224.0617417,43.5649279,20.18438,1.7578125
0.466252,228.4069083,41.85932003,20.13173,1.64231682
0.4412053,149.1217654,41.04943764,20.329,1.83346176
0.475851,152.430064,46.36881151,20.07004,1.75472069
0.4578435,191.6999996,50.99230836,19.40615,1.74061966
0.4835263,129.2993398,3.00247163,19.97229,1.78445053
0.4904021,150.6451264,5.131543,20.1052,1.83930969
0.4695065,123.3242835,2.80238604,20.18743,1.7001133
0.485911,129.0798399,3.58191163,20.408,1.64470291
0.4958186,137.2026158,4.30061708,20.46242,1.90220833
0.4537447,152.0579911,5.50462018,19.91817,1.49524879
0.4970246,125.6748684,3.42391277,20.66259,1.77236938
0.4846424,127.6382,3.76385012,20.30853,2.09966469
0.48608,158.7833143,0.46086449,19.74014,2.0819664
0.4262794,144.9638955,-2.44611108,20.09105,1.59866333
0.4796428,147.8021896,-2.43149446,20.36972,1.58493614
0.4268292,356.4476446,-0.01951147,19.52642,1.66285133
0.425313,4.44535324,-0.1881622,19.93496,1.85412216
0.4711144,138.9116116,-1.86625749,20.45568,1.67289925
0.4635247,146.728619,-1.96794573,20.35264,1.53173447
0.4559617,136.3223211,-1.2892736,20.53195,1.70732307
0.4722523,196.3841695,64.89139137,20.73506,1.54764748
0.4226709,188.2037106,4.05402251,19.89606,1.49555206
0.4876035,211.1386071,3.62046069,19.43705,1.89419937
0.447073,218.8132647,3.17468376,20.68584,1.0073967
0.4625857,223.7032554,2.96167288,19.60227,1.37265015
0.4273787,202.6901913,4.27673854,19.30701,2.03412056
0.4472367,214.591379,3.8156989,20.21366,1.139925
0.4179347,215.1414684,3.7957618,19.61668,1.4201355
0.471424,198.2241419,4.66049093,20.12411,1.89896393
0.4946372,198.7398098,4.70515466,20.56814,1.70513153
0.4347129,213.8736448,4.31137167,19.48365,1.82418823
0.4780556,0.22202682,1.06745605,19.6455,1.73499107
0.4500943,4.05995124,1.23842887,20.6057,1.66814423
0.4869206,221.7265043,3.95505151,20.79552,1.90537643
0.4810886,222.922875,3.93549159,19.88205,1.78468895
0.4426469,225.6463052,3.66262179,19.70091,1.71034241
0.4713648,234.1253626,3.11182861,20.07438,1.70959854
0.4761315,201.723313,4.99906795,20.37838,1.51936722
0.4139542,202.0924027,5.15882341,18.62501,1.63456154
0.464389,163.6788727,55.33560508,20.57937,1.92550087
0.4476671,206.3804025,4.95703875,20.32609,1.70882988
0.4906118,213.9803773,4.64941607,20.88673,2.11754799
0.437552,214.2636832,4.78029433,20.02004,1.63330078
0.4064417,161.99629,55.33648727,20.25006,1.67590714
0.4550876,216.5896221,4.53908834,20.5312,1.30862045
0.4267597,212.0689622,5.25023661,19.943,1.65589333
0.4300135,187.3204635,6.05716544,19.53967,1.72616386
0.4507169,188.1539255,6.16431198,19.42367,1.82264137
0.4733444,155.5962096,54.77996726,20.06774,1.86482048
0.4615719,189.9700861,6.21037865,20.12293,1.92493057
0.4164417,193.2439766,6.03661316,19.22643,1.76951218
0.484002,196.4707555,6.07179677,20.55704,1.6217804
