z,ra,dec,r,grModelColor
0.4498805,121.6520953,45.3418632,20.05985,1.41761208
0.4168068,131.9917342,53.70556209,19.24256,1.62778091
0.4336714,254.3902822,61.50954479,19.3798,1.74134254
0.4667354,125.8388591,46.8866035,20.19606,1.97464752
0.4150265,135.4803304,54.20829829,19.55421,1.81223679
0.4899134,240.4115131,50.4161888,20.50191,1.53021812
0.4391561,114.2477774,35.87610678,20.65252,1.58396721
0.4786741,122.0005269,44.82817673,19.62743,1.34015274
0.4981825,200.7144051,64.51130247,20.17589,1.19182777
0.483861,115.9667555,39.48430346,21.56524,1.44283867
0.4038528,135.5456643,56.06997107,19.10053,1.92165565
0.4571412,212.1805987,63.55550126,20.13602,1.53596306
0.4703276,188.9607012,-0.74590113,20.17986,1.62242699
0.4737118,196.3695668,-0.7142345,20.17261,1.62067986
0.4771939,203.484543,-0.75192154,20.22142,1.83438683
0.4782694,204.525722,-0.67806264,20.38295,1.64856529
0.444827,221.9242586,-0.64853687,19.35657,1.85544014
0.440568,184.4240061,-0.36972084,21.41742,2.66963196
0.4582005,184.9910148,-0.23597672,20.00501,1.78752136
0.4187315,197.8199585,-0.26793225,20.51089,1.75743294
0.4820393,208.0261118,-0.3789978,20.53787,1.80985641
0.4575074,211.6495329,-0.2082575,19.53078,1.90574455
0.4656818,212.2070394,-0.25495546,19.9787,1.74069786
0.4826333,152.6232848,1.12320669,20.59907,1.50969887
0.46603,164.7868284,1.23464118,19.27262,1.72208023
0.477995,190.150272,1.19470096,19.26143,1.84186363
0.4944392,20.48700801,13.31431004,20.54586,1.67362404
0.4665735,11.01256522,14.25197863,20.38871,1.4733963
0.4821424,19.00919179,13.94008517,20.11538,1.20033455
0.4654603,20.78922545,13.62529186,20.44895,1.92573547
0.4498623,59.51384449,-6.01592983,19.53191,1.30781174
0.4937108,154.7581408,-3.07353805,20.88721,1.78186226
0.401117,155.303424,-2.75589987,19.37634,1.87024117
0.4838755,161.9927311,-2.84439699,20.39768,1.77845764
0.4217225,167.4169238,-2.92592103,20.90776,1.44343185
0.4953448,162.2848812,-2.50013904,21.05695,1.47320175
0.4587824,162.4241845,-2.43382147,20.46468,1.93061447
0.4057014,165.1668208,-2.55684065,18.94801,1.810112
0.4987977,160.9230021,-1.9583719,20.4079,1.46300125
0.4642456,162.8291537,-1.90309558,20.18969,1.73353577
0.4940734,165.0056898,-1.62603987,19.83177,1.65349388
0.4535722,167.8626764,-1.62149171,19.89903,1.38040161
0.4033462,193.2874797,-1.74687686,21.0501,1.74886322
0.4822134,165.0646727,-1.26662562,19.65521,1.78002548
0.4566524,184.6765426,-1.64256524,19.82877,1.62982941
0.4791047,138.1152705,-0.78951799,20.7735,1.91711807
0.4098467,128.6240448,0.14152145,18.81764,1.75677872
0.4653907,145.4933033,0.19987315,20.53237,2.04437447
0.4552774,146.8532767,0.10151339,20.20605,1.90846252
0.4190483,147.5041806,0.17257064,20.2103,1.73985672
