Throughput capacity [A.h],Loss of capacity to negative SEI [A.h],Loss of capacity to negative SEI on cracks [A.h],Loss of capacity to negative lithium plating [A.h],Total capacity lost to side reactions [A.h],All LLI (converted from mol) [A.h]
0.944170033639253,0.000251681598567931,0.00297119501594894,0.00423530140787898,0.00745817802239585,0.00745912745070699
0.98583670030592,0.000255059659293453,0.0029916089846897,0.00423322232080902,0.00747989096479218,0.00748088242081138
1.02750336697258,0.000258435416708482,0.00301188463551568,0.00424056107039916,0.00751088112262332,0.00751191456424298
1.06917003363925,0.000261808875976749,0.00303202474243339,0.00425470824334463,0.00754854186175478,0.00754961690492311
1.11083670030592,0.000265180034803676,0.00305203160039951,0.00427996038904496,0.00759717202424814,0.0075982883868114
1.15250336697258,0.000268548897709872,0.00307190780547614,0.00428259860828536,0.00762305531147136,0.00762421276789917
1.19417003363925,0.000271915490055205,0.00309165703810606,0.00426895144312964,0.0076325239712909,0.00763372229848543
1.23583670030591,0.000275279802572331,0.00311128094911514,0.00425588277142856,0.00764244352311603,0.00764368256335309
1.27750336697258,0.000278641840029061,0.00313078189387907,0.00423929788343882,0.00764872161734695,0.00765000113429672
1.31917003363925,0.000282001607065747,0.00315016215628704,0.00419488763688563,0.00762705140023841,0.00762837118498451
1.36083670030591,0.000285359108021822,0.00316942394828746,0.00414597730887399,0.00760076036518327,0.00760212036233827
1.40250336697258,0.000288714347415182,0.00318856941679699,0.00410215047736549,0.00757943424157766,0.00758083438971965
1.44417003363925,0.000292067330198425,0.00320760064440286,0.0040296532175404,0.00752932119214169,0.00753076113128431
1.48583670030591,0.000295418060480114,0.00322651965177471,0.00393022125392226,0.00745215896617709,0.00745363872507395
1.52750336697258,0.000298766541951572,0.00324532840043939,0.00382681584194886,0.00737091078433982,0.00737243108511273
1.56917003363925,0.000302112780284772,0.00326402879669863,0.00370324677145835,0.00726938834844175,0.00727094889656671
1.61083670030591,0.000305456778942006,0.00328262269137186,0.00353093298108401,0.00711901245139787,0.00712061380497406
1.65250336697258,0.000308798540801089,0.00330111188222312,0.00336567620600552,0.00697558662902973,0.00697723050660165
1.69417003363925,0.000312138072600211,0.00331949812013075,0.00314527504794223,0.00677691124067319,0.00677859759495565
1.73583670030592,0.000315475380549221,0.00333778310708157,0.00284710546425522,0.00650036395188601,0.00650209135516365
1.77750336697258,0.000318810467697624,0.00335596849654484,0.00249584571333468,0.00617062467757715,0.00617239276054575
1.81917003363924,0.000322143339486579,0.00337405589927194,0.00210887196220265,0.00580507120096117,0.0058068788636874
1.86083670030591,0.000325474001370526,0.00339204688303234,0.00174064318322858,0.00545816406763145,0.00546000946118394
1.90250336697258,0.000328802455611248,0.00340994297186722,0.00150419136223998,0.00524293678971844,0.00524481956316611
1.94417003363925,0.000332128706299662,0.00342774565172975,0.00136404804680557,0.00512392240483498,0.00512584245999178
1.98583670030592,0.000335452757747928,0.00344545637014841,0.00127738903768773,0.00505829816558407,0.00506025543146173
2.02750336697258,0.000338774614505172,0.00346307653781321,0.00122501868704669,0.00502686983936507,0.00502886412008961
2.06917003363925,0.000342094280891061,0.0034806075295755,0.00118785209172822,0.00501055390219478,0.00501258501110246
2.11083670030591,0.000345411761177473,0.00349805068579533,0.00116331816192645,0.00500678060889925,0.00500884838052505
2.15250336697258,0.000348727059716223,0.00351540731367644,0.00114306302477813,0.00500719739817079,0.00500930163819539
2.19417003363925,0.000352040180783393,0.0035326786888743,0.00113151369027407,0.00501623255993177,0.00501837307341941
2.23583670030591,0.000355351128560725,0.00354986605432341,0.00111998170929967,0.0050251988921838,0.00502737552524658
2.27750336697258,0.000358659907781799,0.00356697062469798,0.00111510802489385,0.00504073855737363,0.00504295090674521
2.31917003363925,0.000361966522224663,0.00358399358495178,0.00111173552341549,0.00505769563059193,0.0050599435294904
2.36083670030591,0.000365270976405957,0.00360093609412361,0.00110684494042311,0.00507305201095267,0.00507533515458798
2.40250336697258,0.000368573274281042,0.00361779927910159,0.00110114064562827,0.0050875131990109,0.00508983139895572
2.44417003363925,0.000371873420337809,0.00363458424498596,0.00110082291808648,0.00510728058341024,0.00510963351820618
2.48583670030591,0.000375171419022089,0.00365129207016709,0.00109849446859613,0.00512495795778531,0.00512734520747551
2.52750336697258,0.00037846727386305,0.00366792380887563,0.00109123700490044,0.00513762808763912,0.00514004949074891
2.56917003363925,0.000381760989294046,0.00368448049055209,0.00109112411929859,0.00515736559914474,0.00515982088025307
2.61083670030591,0.000385052569732629,0.0037009631235087,0.00108183805472617,0.0051678537479675,0.00517034253570259
2.65250336697258,0.000388342018968839,0.00371737269102418,0.00107218695064891,0.00517790166064193,0.00518042371876137
2.69417003363925,0.000391629340885586,0.00373371015678568,0.00107494627647971,0.00520028577415098,0.00520284092773017
2.73583670030592,0.000394914540348569,0.00374997646353036,0.00106806729864988,0.00521295830252881,0.00521554610556437
2.7775033669726,0.000398197621061077,0.00376617253227709,0.00106748078720384,0.00523185094054201,0.00523447109747
2.81917003363927,0.000401478587255613,0.00378229926551916,0.00104894231976705,0.00523272017254182,0.00523537237285195
2.86083670030594,0.000404757442615221,0.00379835754589161,0.00104697377201918,0.00525008876052601,0.00525277273650721
2.90250336697262,0.00040803419149154,0.00381434823796234,0.00103563811540483,0.0052580205448587,0.00526073600707886
2.94417003363929,0.000411308838159269,0.00383027218851719,0.0010272061014381,0.00526878712811456,0.00527153393614808
2.98583670030596,0.00041458138636902,0.00384613022579763,0.00101105520659677,0.00527176681876341,0.00527454454952706
3.02750336697263,0.000417851840289289,0.00386192316182394,0.000986421041170037,0.00526619604328326,0.00526900436694811
3.0691700336393,0.000421120203527824,0.00387765179102111,0.000964038841021166,0.0052628108355701,0.00526564950512795
3.11083670030597,0.000424386479575976,0.00389331689261638,0.000936543896708619,0.00525424726890097,0.00525711649091668
3.15250336697264,0.000427650673297035,0.00390891923116562,0.000907117176993016,0.00524368708145567,0.00524658642537384
3.19417003363931,0.000430912788735,0.00392445955483919,0.000864866529230085,0.00522023887280428,0.00522316786487188
3.23583670030597,0.000434172829534441,0.00393993859684481,0.000829023311325733,0.00520313473770499,0.0052060930814751
3.27750336697264,0.000437430799253347,0.00395535707697256,0.000786329531168654,0.00517911740739456,0.00518210496900727
3.31917003363931,0.000440686703228911,0.00397071570032876,0.000738360828915824,0.0051497632324735,0.00515277918893881
3.36083670030597,0.000443940544159074,0.00398601515842588,0.000690220045819894,0.00512017574840485,0.00512321984370903
3.40250336697264,0.000447192326119461,0.00400125612993118,0.000642386695862542,0.00509083515191319,0.00509390704464811
3.4441700336393,0.000450442053237399,0.00401643928067486,0.000593421384532024,0.00506030271844429,0.00506340195408002
3.48583670030596,0.000453689730328292,0.00403156526449955,0.00054582844705747,0.00503108344188531,0.00503420917345854
3.52750336697263,0.000456935360456518,0.00404663472168493,0.000507001250710048,0.0050105713328515,0.00501372306251723
3.5691700336393,0.000460178947320162,0.00406164828181912,0.000473163164950609,0.00499499039408989,0.00499816769829841
3.61083670030597,0.000463420494693784,0.00407660656092795,0.000442576538332431,0.00498260359395416,0.00498580606726955
3.65250336697264,0.000466660006309231,0.00409151016578324,0.000409543670595592,0.00496771384268806,0.00497094111004548
3.69417003363931,0.000469897485686168,0.00410635969132466,0.000372373204767483,0.00494863038177831,0.00495188216248737
3.73583670030598,0.000473132937518958,0.00412115572270008,0.000333811693965952,0.00492810035418499,0.00493137603916551
3.77750336697264,0.000476366365492701,0.00413589883381288,0.000305356745777942,0.00491762194508352,0.00492092095846751
3.8191700336393,0.000479597772952745,0.00415058958835901,0.000281359368136881,0.00491154672944863,0.00491486865410081
3.86083670030596,0.000482827163817787,0.00416522854009587,0.000260559044179585,0.00490861474809324,0.00491195910353639
3.90250336697262,0.000486054541775651,0.00417981623339715,0.000241582937059288,0.00490745371223209,0.00491082003758768
3.94417003363928,0.000489279910635376,0.00419435320216057,0.000227835592718335,0.00491146870551428,0.00491485650683658
3.98583670030595,0.000492503273904583,0.00420883997223962,0.000219903396305943,0.00492124664245015,0.00492465547205962
4.02750336697262,0.000495724635390361,0.00422327706031461,0.000217493957773979,0.00493649565347895,0.00493992503507707
4.06917003363928,0.000498943998851209,0.0042376649738102,0.000215889755256809,0.00495249872791821,0.00495594817288872
4.11083670030594,0.000502161367805187,0.00425200421193719,0.000214093669342988,0.00496825924908537,0.00497172828652026
4.1525033669726,0.000505376746537047,0.00426629526554763,0.000213575129668092,0.00498524714175277,0.00498873518128417
4.19417003363926,0.000508590138477954,0.00428053861711188,0.000212195446964177,0.00500132420255402,0.00500483069722412
4.23583670030593,0.000511801547303747,0.00429473474132682,0.000210540048542851,0.00501707633717341,0.00502060074738583
4.27750336697259,0.000515010976503835,0.0043088841043603,0.000207640499391166,0.0050315355802553,0.00503507740237285
4.31917003363927,0.000518218428230507,0.0043229871642449,0.00020260752627254,0.00504381311874795,0.00504737215909747
4.36083670030594,0.000521423907763008,0.00433704437394012,0.000195383104950235,0.00505385138665336,0.0050574270297986
4.4025033669726,0.000524627419915174,0.00435105617888365,0.000190339164952148,0.00506602276375097,0.00506961415783095
4.44417003363927,0.000527828967105909,0.00436502301491032,0.000187134616224055,0.00507998659824028,0.0050835931376013
4.48583670030594,0.000531028552876575,0.00437894531234116,0.000184681996921062,0.00509465586213879,0.00509827694294193
4.52750336697261,0.000534226180845445,0.004392823494643,0.000183483382755767,0.00511053305824421,0.00511416806256931
4.56917003363928,0.000537421854581326,0.00440665797839732,0.000183019475705162,0.00512709930868381,0.00513074761246516
4.61083670030595,0.000540615577493779,0.00442044917370991,0.000182698578410229,0.00514376332961392,0.00514742432443955
4.65250336697261,0.000543807347346255,0.00443419735469505,0.000182550381680856,0.00516055508372217,0.00516422813278053
4.69417003363927,0.000546997179657963,0.00444790318195705,0.000182513181706406,0.00517741354332142,0.00518109798716639
4.73583670030594,0.000550185071816231,0.00446156691210516,0.000182498459425218,0.00519425044334661,0.00519794562831129
4.77750336697261,0.000553371027366312,0.00447518893093449,0.0001824912009221,0.0052110511592229,0.00521475642114085
4.81917003363927,0.000556555049744798,0.0044887696193565,0.000182489780092764,0.00522781444919406,0.00523152911767943
4.86083670030594,0.000559737142651666,0.00450230935172438,0.000182488711630081,0.00524453520600613,0.00524825858518817
4.90250336697261,0.000562917309520365,0.00451580849724195,0.000182488421918277,0.00526121422868059,0.00526494561416359
4.94417003363927,0.000566095553794931,0.00452926741764855,0.000182488348266819,0.0052778513197103,0.00528158999587155
4.98583670030594,0.00056927187890625,0.00454268646874885,0.000182488333567369,0.00529444668122247,0.0052981919235807
5.02750336697261,0.000572446288347644,0.00455606600422526,0.000182488328754807,0.00531100062132771,0.0053147516918463
5.06917003363928,0.000575618785569309,0.00456940637126827,0.000182461151436003,0.00532748630827358,0.00533124245283319
5.10798637046586,0.00057857248907128,0.0045817981524609,0.000182479342909886,0.00534284998444206,0.00534661019285887
5.10798637046586,0.00057857248907128,0.0045817981524609,0.000182479342909887,0.00534284998444206,0.00534661019285738
5.23298637046589,0.000581741405413784,0.0045950639173044,0.000182488788396429,0.00535929411111462,0.0053632252855426
5.35798637046589,0.00058490842080105,0.00460829150214545,0.000182506254961879,0.00537570617790838,0.00537980988407009
5.48298637046584,0.000588073538436311,0.00462148123451895,0.000182729927573615,0.00539228470052888,0.00539656385623696
5.60798637046581,0.000591236761727087,0.00463463343754217,0.000185385040574561,0.00541125523984382,0.0054157129653661
5.7329863704658,0.000594398093561406,0.00464774841978084,0.000202850585524508,0.00544499709886676,0.00544963663164219
5.85798637046578,0.000597557538345814,0.00466082651533179,0.000259518599138489,0.00551790265281609,0.00552272733673806
5.9829863704658,0.000600715098947477,0.00467386802382777,0.000345082682421706,0.00561966580519695,0.00562467911698197
6.10798637046579,0.000603870778733291,0.00468687325062174,0.000384511847443354,0.00567525587679839,0.00568046145181005
6.23298637046581,0.000607024581059712,0.00469984249680347,0.000414211587249259,0.00572107866511244,0.00572648026820096
6.35798637046582,0.000610176509274112,0.0047127760594007,0.000512440923660338,0.00583539349233515,0.00584099501269157
6.4829863704658,0.00061332656671428,0.00472567423140623,0.000729850279745555,0.00606885107786606,0.00607465654685978
6.60798637046579,0.000616474756705883,0.00473853730163407,0.00105893703199741,0.00641394909033737,0.00641996271083983
6.73298637046581,0.00061962108256721,0.00475136555520143,0.00143429913277897,0.00680528577054762,0.00681151194749267
6.85798637046577,0.000622765547605379,0.00476415927327166,0.00187146390955291,0.00725838873042995,0.00726483205558886
6.98298637046579,0.000625908152454982,0.00477691868445493,0.0023687835086852,0.00777161034559512,0.00777827563859903
7.10798637046582,0.000629048905127118,0.00478964414925541,0.00287637121194624,0.00829506426632877,0.00830195654482345
7.23298637046585,0.000632187807445784,0.004802335910914,0.00332697274914844,0.00876149646750823,0.00876862101748923
7.35798637046582,0.000635324862074232,0.00481499422492221,0.00368999833181447,0.00914031741881092,0.00914767978952327
7.48298637046581,0.000638460072271203,0.00482761935431261,0.00396230327878892,0.00942838270537273,0.00943598871098256
7.6079863704658,0.000641593441286442,0.00484021155873249,0.00414605141118437,0.00962785641120331,0.00963571215247196
7.73298637046578,0.000644724972359995,0.00485277109444776,0.00429135281078184,0.00978884887758959,0.0097969607515034
7.85798637046583,0.000647854668722058,0.00486529821438946,0.00440266231968356,0.00991581520279507,0.0099241899441637
7.98298637046585,0.000650982533593741,0.00487779316827027,0.00452618218402496,0.010054957885889,0.010063602578938
8.10798637046583,0.000654108570186574,0.00489025620259964,0.00473775306632454,0.0102821178391108,0.0102910399335072
8.23298637046583,0.000657232781702907,0.00490268756077021,0.00511091313504387,0.010670833477517,0.0106800408204752
8.35798637046579,0.000660355170046254,0.00491508746092272,0.00572910696598584,0.0113045495969548,0.0113140504850726
8.48298637046573,0.000663475740979727,0.00492745618472388,0.00669918524543738,0.012290117171141,0.0122999203349172
8.60798637046566,0.000666594496387288,0.00493979394424833,0.00839227540053903,0.0139986638411746,0.0140087784614732
8.73298637046562,0.000669711439434095,0.00495210097089401,0.0105563624945119,0.01617817490484,0.0161886108543898
8.85798637046558,0.000672826573276233,0.00496437749319771,0.0126764826542573,0.0183136867207312,0.0183244547084459
8.9829863704656,0.000675939901060236,0.0049766237368513,0.0146528467899186,0.0203054104278302,0.020316521928603
9.10798637046558,0.000679051425923958,0.00498883992480617,0.0164417390520515,0.0221096304027816,0.0221210977193012
9.23298637046558,0.000682161146482029,0.00500102620286797,0.0180812236984858,0.0237644110478358,0.0237762474877833
9.35798637046558,0.000685269066953246,0.00501318280720749,0.0195794952118623,0.025277947086023,0.0252901669787092
9.48298637046556,0.000688375199644498,0.00502531010404708,0.0210064403215925,0.0267201256252841,0.0267327443851437
9.60798637046555,0.000691479544026794,0.00503740824533109,0.0224572142891376,0.0281861020784955,0.0281991371775637
9.73298637046553,0.000694582101045884,0.00504947740573431,0.0240056200552482,0.0297496795620284,0.0297631487748985
9.85798637046552,0.000697682873781541,0.00506151779249061,0.0258032593075147,0.0315624599737869,0.0315763838117518
9.97116749996796,0.000700488928833891,0.00507239509879293,0.0277570735841726,0.0335299576117995,0.0335443110672745
9.97116749996796,0.000700488928833891,0.00507239509879293,0.0277570735841727,0.0335299576117995,0.0335443110672745
10.0676733201305,0.000703586310204579,0.00508438122359585,0.028160070110026,0.0339480376438265,0.0339626936652675
10.1224753622054,0.000706681916209174,0.00509633916333406,0.02595315982653,0.0317561809060732,0.0317709385495675
10.1535401067703,0.000709775749887566,0.0051082691156464,0.0227579131639343,0.0285759580294682,0.0285907497252491
10.1715578392155,0.000712867814281788,0.00512017127621863,0.0195619256820605,0.0253949647725609,0.0254097687053597
10.1818518911654,0.00071595811242378,0.00513204583838004,0.0168230587210708,0.0226710626718746,0.022685871187976
10.1881019285611,0.000719046647317694,0.00514389299320987,0.0146346326602805,0.0204975723008081,0.0205123829074792
10.1899378082826,0.000720284366337487,0.00514863493987464,0.0139004260855684,0.0197693453917805,0.0197841565554535
10.1899378082826,0.000720284366337487,0.00514863493987464,0.0139004260855684,0.0197693453917805,0.019784156555452
10.2732711416159,0.000720901252805996,0.00515099847624379,0.0106542422246284,0.0165261419536782,0.0165414075934446
10.3566044749492,0.000721517723236588,0.00515336059659616,0.0083387536188312,0.0142136319386639,0.0142296764997053
10.4399378082825,0.000722134043534567,0.00515572156615012,0.00660195946399333,0.012479815073678,0.0124967014927636
10.5232711416158,0.00072275026115125,0.0051580814265106,0.00530005379437927,0.0111808854820411,0.0111986296246568
10.6066044749491,0.000723366385479141,0.00516044018814117,0.00431720698267717,0.0102010135562975,0.0102196217486985
10.6899378082823,0.000723982420202871,0.00516279785606952,0.00357087629379533,0.00945765657006772,0.00947713089709244
10.7732711416154,0.000724598366808021,0.00516515443322279,0.00300333552187828,0.00889308832190909,0.00891342889113595
10.8566044749488,0.00072521422495227,0.00516750990749669,0.0025736969520461,0.00846642108449506,0.00848762706217848
10.9399378082822,0.000725829994493,0.00516986430681468,0.00224027753007322,0.0081359718313809,0.00815804312543137
11.0232711416155,0.000726445676828493,0.0051722176155057,0.00198003096093085,0.00787869425326504,0.00790162797273695
11.1066044749487,0.000727061272840462,0.00517456984637467,0.00177857480379199,0.00768020592300712,0.00770399826166161
11.1899378082819,0.000727676782230523,0.0051769209864905,0.0016250184222499,0.00752961619097092,0.00755426243911883
11.2732711416152,0.000728292206093987,0.00517927105257229,0.00150308978097581,0.00741065303964209,0.00743614761046636
11.3566044749484,0.000728907544695757,0.00518162004197573,0.00140586230385887,0.00731638989053036,0.00734272632242544
11.4399378082817,0.000729522800426065,0.00518396796017821,0.00132706663992373,0.007240557400528,0.00726772716745552
11.5232711416149,0.000730137975075822,0.00518631480768727,0.00125987636924662,0.00717632915200972,0.00720432219103778
11.6066044749481,0.00073075306760233,0.00518866058496079,0.00119918121147446,0.00711859486403758,0.00714740163074692
11.6899378082814,0.000731368087245631,0.00519100530225935,0.00113908975253757,0.00706146314204255,0.00709106874551307
11.7732711416144,0.000731983034878626,0.00519334896182253,0.00107256922458624,0.0069979012212874,0.00702829142447938
11.8566044749476,0.000732597907456462,0.00519569156214364,0.00099930130862942,0.00692759077822952,0.00695875380956032
11.9399378082809,0.000733212695744571,0.00519803309581736,0.000915545726887627,0.00684679151844956,0.00687871890243185
12.0232711416141,0.000733827391993008,0.00520037355688454,0.00082734433835542,0.00676154528723297,0.00679423083980269
12.1066044749475,0.000734441986343491,0.00520271293740003,0.000743537300742767,0.00668069222448629,0.00671413380692818
12.1899378082808,0.000735056481654101,0.00520505124161242,0.000675730513651591,0.00661583823691811,0.00665003198411421
12.2732711416141,0.000735670882060589,0.005207388463646,0.00062333786064223,0.00656639720634882,0.0066013363262825
12.3566044749475,0.000736285191341546,0.00520972462534918,0.000583296092400693,0.00652930590909142,0.00656498121920888
12.4399378082809,0.000736899411427929,0.00521205973047078,0.000552871686287508,0.00650183082818622,0.00653823166657353
12.5232711416144,0.000737513542484863,0.00521439377473185,0.00052968091488632,0.00648158823210304,0.0065187032519132
12.6066044749478,0.000738127584600841,0.00521672675618287,0.000512512299446052,0.00646736664022976,0.00650518383658795
12.6899378082811,0.000738741541080873,0.00521905868626871,0.000498850260892248,0.00645665048824183,0.00649515648409658
12.7732711416145,0.000739355411739247,0.00522138956295915,0.000487860987028755,0.00644860596172715,0.00648778706175997
