Time [s],Loss of capacity to negative SEI [A.h],Loss of capacity to positive SEI [A.h],Loss of capacity to positive SEI on cracks [A.h],Loss of capacity to positive lithium plating [A.h]
3720.0,4.2588138762903735e-05,9.901930281590136e-05,0.00018730123756438468,0.0015255712149982996
3780.0,4.327530631849575e-05,0.00010044781917228993,0.0001900030226880212,0.0014869497294795566
3840.0,4.3962476583796174e-05,0.00010184412389165759,0.00019264387567921145,0.0014456342224642275
3900.0,4.46497011767191e-05,0.0001032004964653787,0.00019520910264843986,0.0014000825398255052
3960.0,4.5336953587728164e-05,0.00010450653220580534,0.00019767910263939956,0.0013484884877850403
4020.0,4.602419515262025e-05,0.00010577421484083641,0.00020007659453373278,0.0012946946015478737
4080.0,4.671142041692909e-05,0.00010696788362098229,0.00020233413954292995,0.001229984029879643
4140.0,4.7398635925126505e-05,0.00010812013859334488,0.00020451337547392804,0.0011648499816052946
4200.0,4.8085808063240816e-05,0.0001092158798617765,0.00020658579546722834,0.0010955020580472195
4260.0,4.8772945812629916e-05,0.00011025440347231866,0.00020855004604827842,0.001022907570231229
4320.0,4.9460036736778554e-05,0.00011125481660323715,0.00021044227491815614,0.0009527774314799787
4380.0,5.0147059952229114e-05,0.00011220261890756457,0.00021223506781856876,0.0008815161549706687
4440.0,5.08340361556521e-05,0.00011312044698092837,0.00021397120640098428,0.0008154146885332035
4500.0,5.1520973478199657e-05,0.00011401673697543878,0.00021566662950003954,0.0007560800718056615
4560.0,5.2207902796844386e-05,0.00011490594053272744,0.0002173486434884543,0.0007059192703319019
4620.0,5.2894832020004704e-05,0.00011578323489407766,0.0002190081304391459,0.0006622673746533975
4680.0,5.358174622177342e-05,0.00011665758403766636,0.0002206620528872216,0.0006260237680769726
4740.0,5.426866282199364e-05,0.00011751938431229982,0.00022229223226769801,0.000593751433024837
4800.0,5.4955566438981526e-05,0.00011838051735761634,0.00022392116028915188,0.0005673955856313909
4860.0,5.564246994670867e-05,0.00011923599310710402,0.00022553937991665282,0.0005447520321921464
4920.0,5.6329372516033274e-05,0.00012008772670499095,0.00022715052354173359,0.0005256200634276509
4980.0,5.701626447368781e-05,0.00012093644285883325,0.00022875596477825785,0.0005094180874036177
5040.0,5.770315732601925e-05,0.00012178080587152158,0.00023035316735312548,0.0004954261478467944
5100.0,5.839005201742497e-05,0.00012262527153305072,0.00023195056419865825,0.0004840947670771016
