Time [s],DFN Voltage [V],SPM Voltage [V],SPMe Voltage [V]
1432.7759197324415,3.5710820184008365,3.5962224819034603,3.5676274544451734
1444.8160535117058,3.570593352339545,3.595724082445923,3.567128205408422
1456.85618729097,3.5701035396899163,3.5952318668070027,3.566635150280469
1468.8963210702343,3.5696116474668056,3.5947455410812106,3.5661479953085045
1480.9364548494984,3.5691139534674843,3.594264915367497,3.5656665507514615
1492.9765886287626,3.5686114355875613,3.593789889266377,3.565190716377102
1505.016722408027,3.5681033724199382,3.593320438705567,3.564720468287656
1517.056856187291,3.5675890652524607,3.592856603799524,3.564255846779492
1529.0969899665554,3.567068093798346,3.592398477470428,3.5637969449642792
1541.1371237458195,3.566540639601781,3.5919461945819666,3.5633438979030494
1553.1772575250836,3.566006254868528,3.5914999213618133,3.5628968712417444
1565.217391304348,3.5654657119588697,3.5910598449136257,3.5624560521950652
1577.257525083612,3.564918390162457,3.5906261626444715,3.5620216393098825
1589.2976588628765,3.5643643558601896,3.5901990714590966,3.5615938297671823
1601.3377926421406,3.5638040550738754,3.5897787565987063,3.561172809096711
1613.3779264214047,3.5632371246979924,3.5893653800290983,3.5607587395647213
1625.418060200669,3.5626628048924753,3.588959068311682,3.5603517480444076
1637.4581939799332,3.562081999257801,3.5885598991963032,3.5599519133327586
1649.4983277591975,3.561494434495935,3.5881678905688235,3.559559252909584
1661.5384615384617,3.560899178278465,3.587782984555395,3.5591737091683617
1673.5785953177258,3.5602971258435616,3.587405033917474,3.5587951351840243
1685.6187290969901,3.559687046173059,3.5870337874926923,3.5584232801193663
1697.6588628762543,3.559069066098866,3.5866688753778275,3.5580577744088266
1709.6989966555186,3.5584430606881403,3.5863097940643316,3.5576981148949702
1721.7391304347827,3.5578076271352828,3.585955891736267,3.5573436501275086
1733.7792642140469,3.557162779141276,3.5856063539717478,3.556993566065933
1745.8193979933112,3.556508222985791,3.5852601901146914,3.5566468724526037
1757.8595317725753,3.5558419174861813,3.584916220601986,3.556302390141349
1769.8996655518397,3.555165092005462,3.584573065539808,3.5559587396753134
1781.9397993311038,3.55447530293765,3.584229134813803,3.555614331378254
1793.979933110368,3.5537710511721796,3.583882620025464,3.555267357348619
1806.0200668896323,3.553051418568481,3.5835314884576253,3.55491578535078
1818.0602006688964,3.5523148367340065,3.5831734792841425,3.5545573550590497
1830.1003344481608,3.5515596860221756,3.5828061021332562,3.55418957662211
1842.140468227425,3.5507840031396873,3.582426638012858,3.5538097315876573
1854.180602006689,3.5499856718026077,3.5820321425268804,3.553414876120942
1866.2207357859534,3.5491624824651975,3.581619451145084,3.5530018462752966
1878.2608695652175,3.5483118758446497,3.5811851861620703,3.552567264952281
1890.3010033444818,3.547431555058662,3.5807257648065476,3.5521075500120807
1902.341137123746,3.5465183632866344,3.580237407782595,3.5516189228159836
1914.38127090301,3.545570143881287,3.5797161473318404,3.551097416289773
1926.4214046822744,3.5445837603511645,3.579157833702005,3.5505388813935386
1938.4615384615386,3.543556661178533,3.5785581386944445,3.549938990670497
1950.501672240803,3.5424856489972676,3.5779125547406982,3.549293237324874
1962.541806020067,3.541367560412189,3.577216387724198,3.548596928044954
1974.5819397993312,3.5401994876101095,3.5764647421174063,3.5478451675383047
1986.6220735785955,3.538978108445115,3.5756524935178606,3.547032832475687
1998.6622073578596,3.5376994776617345,3.574774250295639,3.546154532239572
2010.702341137124,3.536359345384369,3.573824298242091,3.5452045536042354
2022.7424749163881,3.534952767519241,3.5727965255440024,3.5441767863912252
2034.7826086956522,3.5334743761455543,3.571684324589001,3.5430646234524734
2046.8227424749166,3.531916924579976,3.5704804660685445,3.5418608365409616
2058.8628762541807,3.5302731593182313,3.569176940293181,3.540557417074964
2070.903010033445,3.5285335225564216,3.5677647597920057,3.5391453787396534
2082.943143812709,3.5266870291260997,3.5662337162438376,3.5376145144205156
2094.9832775919735,3.5247204435330817,3.5645720835457695,3.535953099274316
2107.0234113712377,3.5226204972432598,3.5627662573269148,3.534147530245356
2119.063545150502,3.5203717382979605,3.5608003194185796,3.5321818905383724
2131.103678929766,3.5179586501619946,3.558655513652145,3.5300374254193123
2143.14381270903,3.5153653175218564,3.5563096168257973,3.5276919131851803
2155.1839464882946,3.5125743994852474,3.5537361857149645,3.5251189121778106
2167.2240802675587,3.5095685342821246,3.5509036575571957,3.5222868612723506
2179.264214046823,3.5063254402891513,3.5477742774886116,3.5191580073175883
2191.304347826087,3.5028198173699305,3.5443028219341945,3.5156871285304243
2203.344481605351,3.4990187844068807,3.5404350819800765,3.511820017872685
2215.3846153846157,3.494879366391962,3.536106065360287,3.5074916850427225
2227.42474916388,3.490346506167461,3.531237870037347,3.5026242300612833
2239.464882943144,3.4853437913309406,3.525737176741922,3.497124335816854
2251.505016722408,3.4797738083235457,3.519492302752903,3.490880321851866
2263.545150501672,3.4735029444066967,3.5123697554204782,3.4837586978924175
2275.585284280937,3.466353749334283,3.5042102226381533,3.475600154327476
2287.625418060201,3.458099335638553,3.494823940391654,3.466214929765542
2299.665551839465,3.448451097408333,3.4839853871491973,3.455377505433346
2311.705685618729,3.4370657701561522,3.4714272747076893,3.4428205960311473
2323.7458193979933,3.4235444159665285,3.45683383994895,3.428228441498879
2335.785953177258,3.4074567131131697,3.4398334981146186,3.4112294603017834
2347.826086956522,3.3883378926498215,3.4199910037462296,3.391388410382203
2359.866220735786,3.3656853889955576,3.3967993901497886,3.368198328636896
2371.90635451505,3.3389424464636397,3.3696721338777396,3.3410726951144243
2383.9464882943143,3.307473922850168,3.3379362231420533,3.3093385021172006
2395.986622073579,3.27055418303315,3.3008271222782097,3.2722312183336553
2408.026755852843,3.2273529295873096,3.2574869930638224,3.228893009899733
2420.066889632107,3.1769446815273046,3.2069679673774707,3.178376013111399
2432.1070234113713,3.1183116655711256,3.1482427124893655,3.1196529007998937
2434.6062716987467,3.105010000000001,3.1050101259011855,3.1050101198765976
