Throughput capacity [A.h],Loss of lithium inventory [%],Loss of active material in negative electrode [%],Loss of active material in positive electrode [%]
12.273271141614137,0.08673746334409316,0.0006410117428004014,0.0002744498115418992
12.35660447494753,0.08625977979465915,0.0006647663263521508,0.0002744498115418992
12.43993780828094,0.08590830727055732,0.000688881250397344,0.0002744498115418992
12.52327114161437,0.08565171601885879,0.0007133460984363182,0.0002744498115418992
12.60660447494775,0.08547407928998041,0.0007381550119589519,0.0002744498115418992
12.689937808281124,0.08534232610000458,0.0007632564730357672,0.0002744498115418992
12.773271141614483,0.08524549646304536,0.0007886499535914027,0.0002744498115418992
12.856604474947863,0.08517435794811945,0.0008142327094873281,0.0002744498115418992
12.939937808281195,0.0850983780264869,0.0008400016778864483,0.0002744498115418992
13.023271141614527,0.08503669661780577,0.000865958233603692,0.0002744498115418992
13.106604474947819,0.08496435547691306,0.0008920999865722479,0.0002744498115418992
13.189937808281092,0.0848933051820353,0.000918472302828377,0.0002744498115418992
13.273271141614519,0.08480843371322067,0.0009451144170213865,0.0002744498115418992
13.356604474947833,0.084718124074044,0.0009720932394259307,0.0002744498115418992
13.439937808281133,0.08459934599675023,0.0009994840337412825,0.0002744498115418992
13.523271141614567,0.0844685991669678,0.001027388791925432,0.0002744498115418992
13.606604474947831,0.08432128802553507,0.001055815711509922,0.0002744498115418992
13.689937808281233,0.08415946806707097,0.0010848421438680589,0.0002744498115418992
13.773271141614773,0.08399837909590246,0.001114485828082934,0.0002744498115418992
13.856604474948144,0.08384906436808137,0.0011446563217560879,0.0002744498115418992
13.939937808281455,0.08372738236890598,0.0011752157128626095,0.0002744498115418992
14.023271141614783,0.08363347678776734,0.0012059658599810064,0.0002744498115418992
14.10660447494814,0.0835756116441928,0.0012368953884447365,0.0002744498115418992
14.189937808281563,0.08355050368703587,0.0012681408708914432,0.0002744498115418992
14.273271141615073,0.08355188980775097,0.0012999569935914224,0.0002744498115418992
14.356604474948513,0.08357105163977963,0.0013325751583721512,0.0002744498115418992
14.439937808281963,0.08359764583096307,0.0013664262744015332,0.0002744498115418992
14.523271141615442,0.08362507370310368,0.0014018112656088988,0.0002744498115418992
14.60660447494881,0.08365578598927925,0.0014378670571204566,0.0002744498115418992
14.689937808282183,0.08369428169673654,0.0014738488000887173,0.0002744498115418992
14.773271141615743,0.08373569678627746,0.0015098015915668839,0.0002744498115418992
14.85660447494914,0.08377713372682649,0.0015457254354060979,0.0002744498115418992
14.93993780828239,0.08381821170350179,0.0015819950085358414,0.0002744498115418992
15.023271141615824,0.08385891044586913,0.0016188082556425343,0.0002744498115418992
15.106604474949155,0.08389922375192782,0.0016562874111798465,0.0002744498115418992
15.149209418008617,0.08391964520258455,0.001675667667484504,0.0002744498115418992
15.149209418008619,0.08391964520255613,0.001675667667484504,0.0002744498115418992
15.27420941800863,0.0841140562441609,0.0016788472468221016,0.00027722372681182605
15.399209418008658,0.08431021451708887,0.0016788472468221016,0.0002797200783390963
15.52420941800864,0.08453582711111096,0.0016788472468221016,0.0002822807272764294
15.649209418008656,0.08494822250585798,0.0016788472468221016,0.0002849341490360757
15.774209418008677,0.08586668069027326,0.0016788472468221016,0.0002876867267218586
15.899209418008715,0.08719136402216066,0.0016788472468221016,0.00029054446258669486
16.02420941800874,0.08791439350017072,0.0016788472468221016,0.00029351298094582035
16.149209418008756,0.08849008521016799,0.0016788472468221016,0.00029659913187174425
16.274209418008756,0.08993384804631432,0.0016788472468221016,0.0002998100575268836
16.399209418008788,0.09294412821556364,0.0016788472468221016,0.00030315346550935374
16.52420941800887,0.0974246006643682,0.0016788472468221016,0.00030663772849948145
16.649209418008958,0.1025398243282325,0.0016788472468221016,0.000310271935234141
16.774209418009054,0.10844715025645257,0.0016788472468221016,0.0003140659835025872
16.89920941800911,0.11516566627405211,0.0016788472468221016,0.00031803090692505975
17.02420941800915,0.12202728296007592,0.0016788472468221016,0.000322178218738145
17.149209418009143,0.12814926640081126,0.0016788472468221016,0.0003265207841280926
17.274209418009132,0.13317247821871092,0.0016788472468221016,0.000331072947048483
17.39920941800916,0.13694609482632814,0.0016788472468221016,0.0003358497789918147
17.524209418009153,0.13958811962133666,0.0016788472468221016,0.00034086860078730297
17.649209418009157,0.14169408847897103,0.0016788472468221016,0.0003461483328663917
17.77420941800915,0.14334158966323685,0.0016788472468221016,0.00035170995849398423
17.89920941800917,0.14515593311082853,0.0016788472468221016,0.0003575767175902911
18.024209418009182,0.14805525830823285,0.0016788472468221016,0.0003637745405882242
18.149209418009164,0.1531247560278075,0.0016788472468221016,0.0003703317757839386
18.274209418009153,0.1613343752945866,0.0016788472468221016,0.000377280672694269
18.39920941800927,0.17409947563761818,0.0016788472468221016,0.0003846574170722761
18.52420941800941,0.19626191539637716,0.0016788472468221016,0.00039250286960168523
18.64920941800945,0.22480708835985297,0.0016788472468221016,0.00040086326359300983
18.77420941800945,0.2528839899062234,0.0016788472468221016,0.00040979102828941905
18.899209418009388,0.2791035274222793,0.0016788472468221016,0.00041934593346582005
19.02420941800934,0.30286343443066244,0.0016788472468221016,0.00042959651155172196
19.14920941800936,0.3246406624850806,0.0016788472468221016,0.000440623244287508
19.274209418009402,0.3445766891022686,0.0016788472468221016,0.00045251781915567335
19.399209418009452,0.3635724131762288,0.0016788472468221016,0.000465391606340404
19.52420941800939,0.3827651942307284,0.0016788472468221016,0.0004793999488299505
19.649209418009274,0.4032580981879903,0.0016788472468221016,0.0004946507497152197
19.774209418009278,0.42694419740615785,0.0016788472468221016,0.0005113312778917134
19.889695999189815,0.4532608391354529,0.0016788472468221016,0.0005281755350523554
19.88969599918981,0.4532608391354529,0.0016788472468221016,0.0005281755350523554
19.98609106247933,0.4586365102010177,0.0016788472468221016,0.0005402411350985403
20.040953756538237,0.4298763061862587,0.0016788472468221016,0.0005444082959513707
20.072064131227673,0.38812254113618394,0.0016788472468221016,0.0005457982357341962
20.09010763424415,0.34634183035581145,0.0016788472468221016,0.0005462739709116704
20.10042572919876,0.31053453469587566,0.001678847246893156,0.0005464318332997209
20.10665179800329,0.28198619712833306,0.0016788476032729704,0.0005464889999160505
20.108516619297095,0.27225874551137963,0.0016788481201217564,0.0005465014580465777
20.108516619297102,0.27225874551137963,0.0016788481201217564,0.0005465014580465777
20.191849952630488,0.22970819897628303,0.001687491547471609,0.0005465014580465777
20.275183285963823,0.19937668394500463,0.0017025060553521598,0.0005465014580465777
20.358516619297113,0.17663793735286504,0.0017189970587878634,0.0005465014580465777
20.441849952630513,0.15959737677209773,0.001736081775604248,0.0005465014580465777
20.52518328596391,0.1467463116066483,0.0017535882131198832,0.0005465014580465777
20.60851661929731,0.13699855881569079,0.001771447988190289,0.0005465014580465777
20.691849952630676,0.12961005065501752,0.0017896359852613841,0.0005465014580465777
20.775183285964026,0.1240054274399256,0.0018081352099414971,0.0005465014580465777
20.858516619297408,0.11967834917616926,0.0018269903522991626,0.0005465014580465777
20.94184995263069,0.11632363159361603,0.0018461571321211068,0.0005465014580465777
21.025183285963898,0.11372224323122282,0.0018656158221972419,0.0005465014580465777
21.10851661929709,0.11174974862453269,0.0018853633612110343,0.0005465014580465777
21.191849952630452,0.1101915633070405,0.0019053977996179583,0.0005465014580465777
21.275183285963692,0.10896093301005294,0.0019257128789575972,0.0005465014580465777
21.358516619296832,0.10797125166730837,0.001946262351424366,0.0005465014580465777
21.44184995263002,0.10713171884330563,0.0019670110222307358,0.0005465014580465777
21.525183285963323,0.10637836303568804,0.001987977007217978,0.0005465014580465777
21.608516619296843,0.1056316843471734,0.0020089916561971677,0.0005465014580465777
21.691849952630193,0.10479918236353569,0.002030039111858173,0.0005465014580465777
21.775183285963642,0.10387767970986772,0.002051177029031237,0.0005465014580465777
21.858516619296964,0.10281810467296282,0.0020725767160740816,0.0005465014580465777
21.941849952630253,0.10170065928582517,0.002094382128035477,0.0005465014580465777
22.02518328596341,0.10064219422073961,0.0021167757630848882,0.0005465014580465777
