Throughput capacity [A.h],Loss of lithium inventory [%],Loss of active material in negative electrode [%],Loss of active material in positive electrode [%]
22.108516619296807,0.09979472026475378,0.0021397011045678482,0.0005465014580465777
22.191849952630214,0.09914856743108658,0.0021630647476200693,0.0005465014580465777
22.275183285963692,0.09866572300485643,0.00218682525768088,0.0005465014580465777
22.358516619297138,0.09831046544144328,0.002210950325718386,0.0005465014580465777
22.441849952630506,0.09804987216014638,0.0022354226671268407,0.0005465014580465777
22.52518328596376,0.0978683851520259,0.002260239934670949,0.0005465014580465777
22.608516619297,0.09773289559359455,0.0022853470355812533,0.0005465014580465777
22.691849952630136,0.09763213025175332,0.0023107469741034947,0.0005465014580465777
22.77518328596344,0.09755694575738971,0.0023363350881027145,0.0005465014580465777
22.858516619296612,0.09747697406191946,0.0023621088921430555,0.0005465014580465777
22.941849952629774,0.0974112978896926,0.002388070535261022,0.0005465014580465777
23.025183285962942,0.0973349060708415,0.00241421754719795,0.0005465014580465777
23.108516619296132,0.09725981740081124,0.002440596177834209,0.0005465014580465777
23.19184995262944,0.09717112578478293,0.0024672428663876644,0.0005465014580465777
23.27518328596282,0.09707687310995539,0.002494228061536319,0.0005465014580465777
23.35851661929612,0.09695408405775652,0.00252162458779992,0.0005465014580465777
23.441849952629383,0.09681920582856662,0.0025495351429185575,0.0005465014580465777
23.525183285962825,0.0966676574638683,0.002577968013071086,0.0005465014580465777
23.608516619296196,0.09650151077852342,0.002607001532680897,0.0005465014580465777
23.69184995262935,0.09633614275105629,0.002636651968103365,0.0005465014580465777
23.775183285962726,0.09618300281809411,0.0026668266576592714,0.0005465014580465777
23.858516619295994,0.09605744474326627,0.0026973877989746597,0.0005465014580465777
23.94184995262926,0.09595987442668275,0.0027281393830804745,0.0005465014580465777
24.025183285962523,0.09589836137598695,0.002759073021636027,0.0005465014580465777
24.108516619295813,0.09586968661692197,0.00279032519648581,0.0005465014580465777
24.19184995262912,0.09586753198394149,0.0028221505447589834,0.0005465014580465777
24.27518328596248,0.09588325986752011,0.0028547873302073867,0.0005465014580465777
24.358516619295813,0.09590636222947069,0.0028886626933370962,0.0005465014580465777
24.44184995262918,0.09593025492715412,0.002924074633384066,0.0005465014580465777
24.525183285962665,0.09595759006390381,0.0029601418604414675,0.0005465014580465777
24.608516619295916,0.09599272336490117,0.002996129775894474,0.0005465014580465777
24.69184995262924,0.09603074549676194,0.003032084932627299,0.0005465014580465777
24.775183285962505,0.09606878529484675,0.0030680150931345906,0.0005465014580465777
24.858516619295717,0.0961064695410414,0.003104291456409669,0.0005465014580465777
24.94184995262905,0.09614377842066801,0.00314111281169005,0.0005465014580465777
25.025183285962378,0.0961807053520971,0.0031786009855068187,0.0005465014580465777
25.06689477396896,0.09619903862933654,0.0031975780730704173,0.0005465014580465777
25.06689477396896,0.09619903862933654,0.0031975780730704173,0.0005465014580465777
25.19189477396903,0.09637657235225561,0.0032007571780781063,0.0005492764336452183
25.316894773968993,0.09655598037022628,0.0032007571780781063,0.0005517734483362347
25.441894773969,0.09676495518633033,0.0032007571780781063,0.0005543347879353178
25.566894773968894,0.09716087298517095,0.0032007571780781063,0.0005569889360543812
25.691894773968897,0.09806319590720136,0.0032007571780781063,0.0005597422807568364
25.81689477396904,0.09937275541619783,0.0032007571780781063,0.0005626005806362855
25.941894773969167,0.10007846871984327,0.0032007571780781063,0.0005655699586668561
26.06689477396918,0.10063831200736217,0.0032007571780781063,0.0005686570208780495
26.191894773969146,0.10206656032153205,0.0032007571780781063,0.0005718689129281529
26.31689477396912,0.10506129564846844,0.0032007571780781063,0.0005752133484975275
26.441894773969125,0.10952893792619989,0.0032007571780781063,0.0005786989781313423
26.566894773969125,0.11462941400816362,0.0032007571780781063,0.0005823343479818277
26.69189477396916,0.1205215755835809,0.0032007571780781063,0.0005861296389184645
26.816894773969132,0.12722431812908042,0.0032007571780781063,0.0005900956510629385
26.94189477396916,0.13407032244063544,0.0032007571780781063,0.0005942447062636802
27.066894773969146,0.14017953481683776,0.0032007571780781063,0.000598588853179649
27.19189477396908,0.14518735798253601,0.0032007571780781063,0.0006031424512542571
27.31689477396912,0.1489430832954497,0.0032007571780781063,0.0006079210370018018
27.441894773969164,0.15157032768067324,0.0032007571780781063,0.0006129417486846478
27.566894773969178,0.15366059877921145,0.0032007571780781063,0.0006182235193392671
27.69189477396912,0.15529443177055668,0.0032007571780781063,0.0006237873508894154
27.81689477396909,0.1570947008351169,0.0032007571780781063,0.0006296568571997341
27.941894773969146,0.15999136320701268,0.0032007571780781063,0.0006358571041999994
28.06689477396919,0.16505254022666804,0.0032007571780781063,0.0006424171614298757
28.191894773969203,0.1732589699984146,0.0032007571780781063,0.0006493691349760411
28.31689477396928,0.18600861534848434,0.0032007571780781063,0.0006567492453939394
28.441894773969253,0.20814982653865854,0.0032007571780781063,0.0006645983902870967
28.56689477396914,0.2366853144120853,0.0032007571780781063,0.0006729628460959702
28.69189477396916,0.26475239009826623,0.0032007571780781063,0.0006818950934075474
28.816894773969164,0.290959350377733,0.0032007571780781063,0.0006914549635297362
28.94189477396924,0.3147008870962509,0.0032007571780781063,0.0007017110532956394
29.066894773969246,0.33647539257822245,0.0032007571780781063,0.0007127425935493648
29.19189477396925,0.35639482456406313,0.0032007571780781063,0.000724645157760051
29.31689477396919,0.3753868066585966,0.0032007571780781063,0.0007375268637019872
29.441894773969263,0.3945685478014127,0.0032007571780781063,0.0007515444113721514
29.56689477396934,0.41506107694993943,0.0032007571780781063,0.000766804650865538
29.691894773969363,0.4387595401716169,0.0032007571780781063,0.000783497461966931
29.806442011266526,0.46483362114183535,0.0032007571780781063,0.0008002101619695168
29.806442011266526,0.46483362114184956,0.0032007571780781063,0.0008002101619695168
29.902952433881286,0.4702603390862521,0.0032007571780781063,0.0008123031850715279
29.95777582395197,0.44142420228492085,0.0032007571780781063,0.0008164652030870911
29.9888670447455,0.39963486961597994,0.0032007571780781063,0.0008178529495381781
30.00689817815314,0.35785380371319775,0.0032007571780781063,0.0008183276149509311
30.017228410103247,0.3220329594544751,0.003200757178191793,0.000818485884792608
30.023430377860475,0.2935007340066278,0.003200757537968002,0.0008185426935938267
30.025293763114398,0.28376307103167164,0.003200758058525821,0.0008185551203325758
30.02529376311439,0.28376307103167164,0.003200758058525821,0.0008185551203325758
30.108627096447595,0.24124025092805823,0.003209403459408122,0.0008185551203325758
30.191960429780934,0.21088466439601916,0.003224414055409852,0.0008185551203325758
30.27529376311426,0.18817203093122714,0.0032409113595122108,0.0008185551203325758
30.358627096447584,0.1711498281001127,0.0032580011349381266,0.0008185551203325758
30.44196042978091,0.15831019771106014,0.0032755115630038745,0.0008185551203325758
30.52529376311424,0.14856835609651853,0.0032933756260007385,0.0008185551203325758
30.608627096447563,0.14117676845737037,0.003311565475456746,0.0008185551203325758
30.69196042978092,0.13557568603670234,0.0033300709534955786,0.0008185551203325758
30.775293763114313,0.13124749523916535,0.003348930515272741,0.0008185551203325758
30.85862709644753,0.12787758909118452,0.0033680954407060426,0.0008185551203325758
30.94196042978075,0.1252807032127521,0.003387558524053702,0.0008185551203325758
31.025293763114146,0.12331217223572821,0.003407312618975311,0.0008185551203325758
31.108627096447496,0.12175527115539353,0.0034273537942510757,0.0008185551203325758
31.191960429780842,0.1205225568097461,0.00344767409154656,0.0008185551203325758
31.27529376311408,0.11953140065196521,0.0034682281319220465,0.0008185551203325758
31.3586270964474,0.11868880198881016,0.003488982407276353,0.0008185551203325758
31.441960429780792,0.11793231907807922,0.003509952791958426,0.0008185551203325758
31.525293763114036,0.11718121141836946,0.0035309708609929658,0.0008185551203325758
31.6086270964471,0.11634350186142228,0.0035520210784909523,0.0008185551203325758
31.691960429780256,0.11541646386345406,0.0035731620828585164,0.0008185551203325758
31.77529376311344,0.11435075440323317,0.0035945660171137206,0.0008185551203325758
31.858627096446742,0.11322749279764821,0.003616378113278529,0.0008185551203325758
31.94196042978009,0.1121645815857164,0.0036387803354642756,0.0008185551203325758
32.0252937631135,0.11131359983799882,0.003661713072318662,0.0008185551203325758
32.10862709644691,0.11066390700266027,0.003685084342322398,0.0008185551203325758
32.191960429780345,0.11017750626646716,0.003708851879878239,0.0008185551203325758
32.275293763113766,0.10981963515229154,0.003732986967662555,0.0008185551203325758
32.35862709644724,0.10955519954964643,0.0037574654337646507,0.0008185551203325758
32.441960429780615,0.1093709158560614,0.0037822920743479926,0.0008185551203325758
32.52529376311383,0.10923222421685352,0.003807408509331367,0.0008185551203325758
32.608627096447044,0.10912818379097189,0.0038328144233048533,0.0008185551203325758
32.69196042978034,0.10905014870132845,0.0038584097986813504,0.0008185551203325758
32.775293763113645,0.10896710475469717,0.0038841883923623755,0.0008185551203325758
32.85862709644699,0.10889832483292139,0.003910155145590011,0.0008185551203325758
32.94196042978049,0.10881859892367629,0.003936307451226639,0.0008185551203325758
33.025293763113744,0.10874077177894037,0.003962689441380007,0.0008185551203325758
33.10862709644688,0.10864891979358049,0.003989340442018374,0.0008185551203325758
33.19196042978025,0.10855140790587825,0.004016330523597844,0.0008185551203325758
33.275293763113666,0.10842525319581853,0.004043732814054124,0.0008185551203325758
33.358627096447,0.10828722341383923,0.004071648910851877,0.0008185551203325758
33.44196042978039,0.10813231774760368,0.004100089311435795,0.0008185551203325758
33.525293763113716,0.10796275533857624,0.0041291313596047985,0.0008185551203325758
33.60862709644708,0.10779422925378412,0.004158790383399946,0.0008185551203325758
33.69196042978041,0.1076380123856211,0.004188968965280537,0.0008185551203325758
33.77529376311369,0.10750944909349869,0.004219532818083849,0.0008185551203325758
33.85862709644679,0.10740903808384417,0.004250286103143708,0.0008185551203325758
33.9419604297799,0.1073448325212496,0.004281223438198367,0.0008185551203325758
34.02529376311299,0.10731328709141508,0.004312478958695465,0.0008185551203325758
34.10862709644612,0.1073084438807399,0.004344312976527931,0.0008185551203325758
34.1919604297794,0.10732148484514425,0.004376956741566573,0.0008185551203325758
34.27529376311268,0.1073420111228387,0.004410847764688697,0.0008185551203325758
34.35862709644592,0.10736334002584158,0.004446275056309901,0.0008185551203325758
34.44196042977912,0.10738812014301402,0.004482358008530696,0.0008185551203325758
34.52529376311238,0.10742073150862552,0.004518356653676392,0.0008185551203325758
34.60862709644552,0.10745619717650357,0.0045543168143495905,0.0008185551203325758
34.691960429778725,0.10749167695591666,0.004590254909004443,0.0008185551203325758
34.77529376311207,0.10752680261721537,0.004626538681037573,0.0008185551203325758
34.8586270964454,0.10756155508802578,0.004663368907671384,0.0008185551203325758
34.94196042977878,0.10759592819542263,0.004700866286782457,0.0008185551203325758
34.982830783729625,0.10761262652644632,0.004719463108855848,0.0008185551203325758
34.98283078372962,0.10761262652643211,0.004719463108855848,0.0008185551203325758
35.10783078372948,0.1077774620839449,0.004722643240910429,0.0008213310314886257
35.23283078372948,0.10794421594795267,0.004722643240910429,0.0008238287028206059
35.357830783729526,0.10814061095604188,0.004722643240910429,0.0008263906870382698
35.482830783729476,0.10852409337248048,0.004722643240910429,0.0008290455098745042
35.607830783729376,0.10941416967395412,0.004722643240910429,0.0008317995675497514
35.73283078372937,0.11071021580013962,0.004722643240910429,0.0008346588573573399
35.85783078372937,0.11140372344505067,0.004722643240910429,0.0008376293160239356
35.98283078372944,0.11195239751590691,0.004722643240910429,0.0008407172246478467
36.1078307837293,0.11336899896237185,0.004722643240910429,0.0008439300144971185
36.23283078372925,0.11635286458864869,0.004722643240910429,0.0008472754042259112
36.357830783729256,0.12080743019423323,0.004722643240910429,0.0008507617740320939
36.48283078372928,0.12589747060926015,0.004722643240910429,0.000854398225726527
36.60783078372931,0.13177916743484275,0.004722643240910429,0.000858194669277168
36.73283078372937,0.13847131968985593,0.004722643240910429,0.0008621619134743241
36.85783078372932,0.14530359116042746,0.004722643240910429,0.0008663117741036785
36.98283078372929,0.15140107117481705,0.004722643240910429,0.0008706571764207638
37.107830783729305,0.15639921298063086,0.004722643240910429,0.0008752122457451605
37.232830783729334,0.1601427993767146,0.004722643240910429,0.0008799924608808851
37.35783078372936,0.16275833242809767,0.004722643240910429,0.000885014926666372
37.4828307837294,0.16483725937379745,0.004722643240910429,0.0008902985913863404
37.60783078372936,0.166459588440091,0.004722643240910429,0.0008958644692853568
37.73283078372939,0.16825014988792475,0.004722643240910429,0.0009017363846197668
37.85783078372945,0.1711466560784345,0.004722643240910429,0.0009079390419515221
37.98283078372946,0.17620519697138093,0.004722643240910429,0.0009145018503033953
38.10783078372949,0.1844088647008988,0.004722643240910429,0.000921456838142376
38.23283078372941,0.19714816152082903,0.004722643240910429,0.0009288402547156238
38.357830783729305,0.2192704203835376,0.004722643240910429,0.0009366928313738754
38.482830783729256,0.24779314167290067,0.004722643240910429,0.0009450610617705024
38.60783078372913,0.27585298646164347,0.004722643240910429,0.0009539974758041581
38.732830783729085,0.3020524929577988,0.004722643240910429,0.0009635619578602928
38.85783078372909,0.32578605132766825,0.004722643240910429,0.000973823177758959
38.98283078372915,0.34755144957179596,0.004722643240910429,0.0009848604198623434
39.10783078372923,0.36745982279995815,0.004722643240910429,0.0009967665517791602
39.23283078372924,0.38644385705036655,0.004722643240910429,0.001009655604946147
39.35783078372918,0.4056196466989661,0.004722643240910429,0.0010236817204827275
39.48283078372919,0.4261105097630349,0.004722643240910429,0.0010389507268087073
39.60783078372915,0.44982208008511293,0.004722643240910429,0.001055654930794958
39.721517856801626,0.475703345101806,0.004722643240910429,0.0010722489799093182
39.721517856801626,0.4757033451018202,0.004722643240910429,0.0010722489799093182
39.818020784724176,0.4810908994362393,0.004722643240910429,0.0010843393438051407
39.87286003562987,0.4522491739732004,0.004722643240910429,0.0010885047998954178
39.90395785459186,0.41045075191757974,0.004722643240910429,0.0010898928521640983
39.921992986602234,0.36868063858730693,0.004722643240910429,0.0010903680800140592
39.93234114969432,0.3328460864927507,0.004722643241052538,0.0010905270209349283
39.9385219632693,0.30432556133476396,0.004722643602207199,0.001090583524657518
39.94036907855519,0.29464696456759043,0.004722644119809161,0.0010905958223190737
39.940369078555186,0.29464696456759043,0.004722644119809161,0.0010905958223190737
40.02370241188863,0.252151187975727,0.004731298940953366,0.0010905958223190737
40.107035745222,0.22179799218983476,0.004746304178880223,0.0010905958223190737
40.19036907855537,0.1990917400506902,0.00476280341976576,0.0010905958223190737
40.273702411888685,0.1820670900747814,0.004779895817819124,0.0010905958223190737
40.35703574522197,0.16922138894406658,0.004797408806126668,0.0010905958223190737
40.44036907855539,0.15947376870676067,0.004815275829798793,0.0010905958223190737
40.523702411888806,0.1520715472765346,0.004833467988902385,0.0010905958223190737
40.60703574522223,0.1464585045130491,0.004851974199482356,0.0010905958223190737
40.690369078555676,0.14212864577426387,0.00487083714259029,0.0010905958223190737
40.773702411889076,0.13876973965773232,0.004890013222137668,0.0010905958223190737
40.85703574522251,0.13617381794225025,0.004909482118506503,0.0010905958223190737
40.940369078555825,0.13419820558365814,0.004929239655240281,0.0010905958223190737
41.02370241188905,0.1326354803143488,0.004949284902977524,0.0010905958223190737
41.10703574522249,0.13139629484714987,0.004969607671782228,0.0010905958223190737
41.19036907855568,0.1304014704840597,0.004990165932781565,0.0010905958223190737
41.27370241188889,0.12955376901700788,0.005010925383857057,0.0010905958223190737
41.357035745222134,0.12879306111094024,0.005031899722084177,0.0010905958223190737
41.44036907855547,0.12803687711124212,0.005052921197474802,0.0010905958223190737
41.523702411888834,0.1271934146017486,0.005073974153745553,0.0010905958223190737
41.60703574522221,0.126260229949537,0.00509511782520633,0.0010905958223190737
41.690369078555754,0.12518789245450535,0.005116525965462415,0.0010905958223190737
41.773702411889325,0.12405851794576961,0.0051383440921313195,0.0010905958223190737
41.8570357452229,0.12299127763060369,0.005160754987599603,0.0010905958223190737
41.94036907855648,0.12213681378023011,0.005183694917377579,0.0010905958223190737
42.02370241188998,0.12148420182643349,0.005207073638104021,0.0010905958223190737
42.10703574522331,0.12099467950517351,0.005230847597744059,0.0010905958223190737
42.19036907855668,0.12063397944663734,0.005254988573653918,0.0010905958223190737
42.27370241188995,0.12036698739809992,0.005279472894400783,0.0010905958223190737
42.35703574522318,0.1201800591580593,0.005304306170074824,0.0010905958223190737
42.440369078556465,0.12003870834034558,0.005329427168589973,0.0010905958223190737
42.52370241189001,0.11993227845135834,0.005354840565857444,0.0010905958223190737
42.60703574522333,0.11985177688646331,0.0053804422356904524,0.0010905958223190737
42.69036907855668,0.11976649923266791,0.005406225624057015,0.0010905958223190737
42.77370241188996,0.11969490747890177,0.005432196207294737,0.0010905958223190737
42.85703574522341,0.1196126060456777,0.005458352659502452,0.0010905958223190737
42.940369078556884,0.11953225624131392,0.005484739161701668,0.0010905958223190737
43.02370241189025,0.11943796934293971,0.005511394652074841,0.0010905958223190737
43.10703574522365,0.11933788486034302,0.005538387390288335,0.0010905958223190737
43.19036907855705,0.11920897896963822,0.005565794900405763,0.0010905958223190737
43.27370241189041,0.11906833363944713,0.005593716001612847,0.0010905958223190737
43.35703574522368,0.1189107801887559,0.005622162017317578,0.0010905958223190737
43.44036907855696,0.1187384935311826,0.005651211812079282,0.0010905958223190737
43.52370241189028,0.11856704901839521,0.0056808739182088175,0.0010905958223190737
43.60703574522365,0.11840851467151481,0.005711057487786775,0.0010905958223190737
43.69036907855718,0.11827753414205233,0.005741623121622297,0.0010905958223190737
43.773702411890724,0.11817486591566251,0.005772377509970283,0.0010905958223190737
43.857035745224266,0.1181084567998738,0.005803318450148254,0.0010905958223190737
43.94036907855767,0.11807474611552493,0.005834580058873939,0.0010905958223190737
44.02370241189093,0.11806781509736197,0.0058664230915184135,0.0010905958223190737
44.10703574522419,0.11807876239903692,0.0058990792477402465,0.0010905958223190737
44.190369078557445,0.11809718432353122,0.005932988840470443,0.0010905958223190737
44.27370241189067,0.11811638843064998,0.005968435521822357,0.0010905958223190737
44.35703574522413,0.11813918937548351,0.006004530419474463,0.0010905958223190737
44.4403690785573,0.11816980140184796,0.006040537639492527,0.0010905958223190737
44.52370241189088,0.11820324531237247,0.006076502098125047,0.0010905958223190737
44.60703574522426,0.11823669835978023,0.006112447809357491,0.0010905958223190737
44.69036907855756,0.11826979825163164,0.006148738692104416,0.0010905958223190737
44.77370241189098,0.11830252557008691,0.006185576434205586,0.0010905958223190737
44.85703574522429,0.11833487653248653,0.006223082082229325,0.0010905958223190737
44.89710323614813,0.11835028903792022,0.006241317098883314,0.0010905958223190737
44.89710323614813,0.11835028903792022,0.006241317098883314,0.0010905958223190737
45.02210323614819,0.11850503926567058,0.00624449713075137,0.0010933725973103492
45.14710323614832,0.11866176004515694,0.00624449713075137,0.0010958708444803733
45.27210323614815,0.11884817181675089,0.00624449713075137,0.0010984334228822945
45.39710323614806,0.11922176630002923,0.00624449713075137,0.0011010888757994053
45.52210323614805,0.12010216070864033,0.00624449713075137,0.0011038436571197963
45.64710323614794,0.12138950010886163,0.00624449713075137,0.0011067034158998013
45.772103236147984,0.12207331675546129,0.00624449713075137,0.001109674338593436
45.897103236147984,0.1226114711887476,0.00624449713075137,0.0011127630377103515
46.022103236148006,0.12401857863549992,0.00624449713075137,0.0011159766670374438
46.147103236147956,0.1269933688701883,0.00624449713075137,0.0011193229468773325
46.272103236147906,0.13143935333360446,0.00624449713075137,0.0011228102653007
46.39710323614792,0.13652038621968643,0.00624449713075137,0.001126447727429536
46.52210323614793,0.14239380499293475,0.00624449713075137,0.001130245248774031
46.647103236147956,0.1490773482089338,0.00624449713075137,0.0011342136439935757
46.77210323614794,0.15590111016375374,0.00624449713075137,0.0011383647995444335
46.897103236147856,0.16198965148177535,0.00624449713075137,0.0011427115220072892
47.02210323614777,0.1669784902149587,0.00624449713075137,0.0011472680072159847
47.14710323614779,0.17071366853738823,0.00624449713075137,0.0011520497466506185
47.272103236147665,0.17331960643940647,0.00624449713075137,0.0011570738517576729
47.39710323614771,0.17538935612128626,0.00624449713075137,0.0011623592867522348
47.52210323614759,0.17700305662719984,0.00624449713075137,0.0011679270790097007
47.6471032361476,0.17878598412625024,0.00624449713075137,0.0011738007810464524
47.772103236147544,0.18168160886074247,0.00624449713075137,0.001180005877913004
47.897103236147586,0.18673224671751143,0.00624449713075137,0.0011865710050784628
48.02210323614757,0.19493401300191238,0.00624449713075137,0.0011935285104556215
48.14710323614769,0.2076611846157732,0.00624449713075137,0.0012009146723670483
48.27210323614785,0.22977114264529064,0.00624449713075137,0.0012087704549941236
48.39710323614767,0.2582884902641638,0.00624449713075137,0.0012171422129938492
48.522103236147686,0.28634242806575116,0.00624449713075137,0.0012260825186558577
48.64710323614766,0.3125322960874115,0.00624449713075137,0.0012356513120437285
48.77210323614762,0.33625815007518156,0.00624449713075137,0.0012459173194656614
48.8971032361476,0.35801657284065413,0.00624449713075137,0.0012569599329594894
49.02210323614759,0.37791499462252887,0.00624449713075137,0.001268875149833093
49.14710323614762,0.3968979598239173,0.00624449713075137,0.0012817710680934624
49.272103236147636,0.4160769787667391,0.00624449713075137,0.0012958051660802994
49.39710323614769,0.43656751672804717,0.00624449713075137,0.0013110823154249829
49.52210323614772,0.46028815601123085,0.00624449713075137,0.0013277971632419394
49.63499089791159,0.4859671882758505,0.00624449713075137,0.0013442780162620238
49.63499089791159,0.4859671882758505,0.00624449713075137,0.0013442780162620238
49.73148739687738,0.49132800247039654,0.00624449713075137,0.0013563670536882455
49.78633140981489,0.4624649170340831,0.00624449713075137,0.0013605333125497054
49.81744076372844,0.4206741765098485,0.00624449713075137,0.0013619228708137143
49.83547217578743,0.37891754387351284,0.00624449713075137,0.0013623972268987927
49.84584849984737,0.3430789518470476,0.0062444971308650565,0.0013625573442936911
49.85200838082475,0.3145705879059335,0.006244497496481927,0.0013626134437458859
49.853828175125294,0.3050025986138394,0.006244498006850563,0.00136262546953958
49.853828175125294,0.3050025986138394,0.006244498006850563,0.00136262546953958
49.93716150845837,0.2624822555273738,0.006253144880034256,0.00136262546953958
50.020494841791454,0.2321468168290579,0.006268162500646213,0.00136262546953958
50.103828175125024,0.20943066366677954,0.00628466213143497,0.00136262546953958
50.18716150845805,0.1924078891471197,0.006301757834279442,0.00136262546953958
50.2704948417912,0.17955791164968105,0.0063192739140873755,0.00136262546953958
50.35382817512429,0.1698055647547818,0.006337143767396469,0.00136262546953958
50.43716150845738,0.16240081658739314,0.006355338799679089,0.00136262546953958
50.52049484179055,0.15678189179058677,0.006373848128859549,0.00136262546953958
50.60382817512354,0.15244702004065402,0.006392714529567911,0.00136262546953958
50.68716150845673,0.14907991619990923,0.006411891920876656,0.00136262546953958
50.77049484179002,0.1464842772853956,0.006431364582482502,0.00136262546953958
50.853828175123155,0.1445017239239803,0.006451124579626821,0.00136262546953958
50.937161508456136,0.14293644667768035,0.006471174085788789,0.00136262546953958
51.020494841789514,0.14169545619259338,0.006491502348907829,0.00136262546953958
51.10382817512279,0.14069838844454807,0.006512064890074498,0.00136262546953958
51.18716150845588,0.13984717319378603,0.00653282935336108,0.00136262546953958
51.27049484178901,0.1390834195727848,0.006553807464669603,0.00136262546953958
51.35382817512262,0.13832319800647497,0.006574832148231735,0.00136262546953958
51.43716150845564,0.13747522718438177,0.006595887630808761,0.00136262546953958
51.520494841788725,0.13653670293655296,0.006617034380468567,0.00136262546953958
51.6038281751223,0.13545905705204575,0.006638446465998982,0.00136262546953958
51.68716150845593,0.13432435138847154,0.00666027068797348,0.00136262546953958
51.77049484178956,0.13325430355214962,0.006682691123032214,0.00136262546953958
51.85382817512309,0.13239697757560975,0.006705637628854788,0.00136262546953958
51.937161508456335,0.13174320947331353,0.0067290263095571845,0.00136262546953958
52.02049484178953,0.13125105479976185,0.006752807759042412,0.00136262546953958
52.10382817512294,0.13088712555455118,0.006776954576537264,0.00136262546953958
52.187161508456164,0.13061748717080945,0.006801444766608711,0.00136262546953958
52.270494841789535,0.13042841715608233,0.006826285307980129,0.00136262546953958
52.35382817512288,0.13028468108890934,0.006851411452657885,0.00136262546953958
52.43716150845637,0.13017586597641184,0.006876827973798072,0.00136262546953958
52.52049484178964,0.13009322728385087,0.006902436402128842,0.00136262546953958
52.60382817512313,0.130005557544834,0.006928224796041604,0.00136262546953958
52.68716150845673,0.12993195465578822,0.006954199585123888,0.00136262546953958
52.77049484178995,0.12984752283429657,0.006980360075289127,0.00136262546953958
52.85382817512336,0.1297651586171611,0.0070067508807625245,0.00136262546953958
52.93716150845666,0.12966875002028644,0.007033410085824698,0.00136262546953958
53.02049484179001,0.12956640793744612,0.007060408383480876,0.00136262546953958
53.10382817512347,0.12943523903837217,0.007087821427759877,0.00136262546953958
53.18716150845693,0.12929223769545217,0.0071157498075109515,0.00136262546953958
53.270494841790374,0.12913244070418273,0.007144199214209834,0.00136262546953958
53.353828175123574,0.12895791291131786,0.007173252560278343,0.00136262546953958
53.437161508456974,0.12878441268527752,0.007202920949410441,0.00136262546953958
53.52049484179025,0.12862374902169904,0.007233108060802351,0.00136262546953958
53.60382817512357,0.12849071361000597,0.007263676449312584,0.00136262546953958
53.68716150845688,0.1283861380935747,0.0072944327792612285,0.00136262546953958
53.77049484179015,0.1283179188279462,0.0073253778241308964,0.00136262546953958
53.853828175123255,0.12828229788591727,0.007356642761749299,0.00136262546953958
53.93716150845637,0.12827368453467614,0.007388494237375198,0.00136262546953958
54.02049484178948,0.12828296610177858,0.007421168119421395,0.00136262546953958
54.10382817512248,0.1282996317279128,0.007455094491248815,0.00136262546953958
54.18716150845575,0.12831711277492275,0.007490556397385717,0.00136262546953958
54.27049484178894,0.12833826553055871,0.007526658747963211,0.00136262546953958
54.353828175121684,0.1283672571778709,0.0075626731915861,0.00136262546953958
54.437161508454814,0.12839904444224715,0.007598640876992135,0.00136262546953958
54.520494841788015,0.1284308378117771,0.007634595703223113,0.00136262546953958
54.60382817512146,0.12846227676705269,0.007670893011180624,0.00136262546953958
54.687161508454786,0.12849334487594888,0.007707738853710566,0.00136262546953958
54.77049484178794,0.12852403562088455,0.007745252503028155,0.00136262546953958
54.80977410252453,0.12853835017830306,0.00776312948278246,0.00136262546953958
54.80977410252453,0.12853835017828885,0.00776312948278246,0.00136262546953958
54.93477410252459,0.12868485676102637,0.007766308902631636,0.001365403000590959
55.05977410252463,0.1288333489332132,0.007766308902631636,0.0013679018277912292
55.18477410252447,0.12901158360649845,0.007766308902631636,0.0013704649883408138
55.30977410252438,0.12937711642923944,0.007766308902631636,0.0013731210521115145
55.43477410252445,0.1302496708523222,0.007766308902631636,0.001375876421235489
55.55977410252465,0.13152830319188524,0.007766308902631636,0.0013787370102136265
55.68477410252464,0.13220459262400652,0.007766308902631636,0.0013817086552592173
55.80977410252463,0.13273533422220396,0.007766308902631636,0.0013847981210801663
55.93477410252465,0.13413488310479238,0.007766308902631636,0.0013880125635381546
56.05977410252471,0.13710257159459616,0.007766308902631636,0.0013913597077248596
56.18477410252474,0.14154077226184825,0.007766308902631636,0.0013948479475374143
56.30977410252471,0.14661570414767766,0.007766308902631636,0.001398486513423336
56.43477410252482,0.1524820741884696,0.007766308902631636,0.0014022850796777675
56.559774102524905,0.15915784938633237,0.007766308902631636,0.0014062545926663006
56.68477410252489,0.1659738975071292,0.007766308902631636,0.0014104068792875069
56.80977410252489,0.17205512829389136,0.007766308902631636,0.0014147548816509925
56.93477410252487,0.17703487528174833,0.007766308902631636,0.0014193127412198692
57.05977410252486,0.18075932361550429,0.007766308902631636,0.0014240959555706922
57.184774102524926,0.18335843050472533,0.007766308902631636,0.0014291216511708171
57.309774102524976,0.18542200874745163,0.007766308902631636,0.0014344088031492674
57.43477410252493,0.18702906942283448,0.007766308902631636,0.0014399784514154135
57.5597741025248,0.18880489379921528,0.007766308902631636,0.0014458544675903795
57.68477410252475,0.19170337896215983,0.007766308902631636,0.0014520615581972152
57.809774102524614,0.19675523318105093,0.007766308902631636,0.0014586290604370333
57.93477410252459,0.204957545816967,0.007766308902631636,0.0014655891550319211
