time_h,voltage_0.5C,temperature_0.5C,voltage_1C,temperature_1C,voltage_2C,temperature_2C,voltage_3C,temperature_3C
0.0,4.090477280497714,298.15,4.037726549187173,298.15,3.965328922247954,298.15,3.90978484075577,298.15
0.002777777777777778,4.070347589938014,298.2031874963586,3.999467094472456,298.31871821886426,3.896547180378059,298.66105000327207,3.81929896487976,299.12008600617247
0.005555555555555556,4.058123641059549,298.2568484007353,3.9787424520322734,298.48970604161156,3.8706893380712475,299.18564659122956,3.790778738479801,300.1316138989718
0.008333333333333333,4.049410859113525,298.31064625375717,3.965840257485508,298.661712781127,3.858339085865416,299.7189747600279,3.7630529462694096,301.1820997890477
0.011111111111111112,4.042689076413314,298.3643218974807,3.9573284580045343,298.83369482349127,3.8487312798458486,300.2573728039816,3.731768538933511,302.27026392432214
0.013888888888888888,4.037277536292304,298.4176869632898,3.951600373253611,299.0048754392163,3.8395482420961162,300.7989068906453,3.6990188232203285,303.3913418712534
0.016666666666666666,4.03280487927123,298.4706063241173,3.947721116102005,299.17469668162175,3.8302369720644034,301.3420321007536,3.667401278565647,304.539031819184
0.019444444444444445,4.029040867271266,298.52298382355514,3.945062158018704,299.3427682461163,3.820613435678653,301.8851035888769,3.6385899888586017,305.7062654431007
0.022222222222222223,4.025833104044489,298.57475171704664,3.9431776384314814,299.50882650524557,3.8107292110797863,302.4263984804121,3.6131839371203163,306.8856092256687
0.025,4.023073746752672,298.6258630173123,3.941760598488036,299.6727022453882,3.8007801081835546,302.9643158040653,3.5908068261773414,308.0703350809203
0.027777777777777776,4.020683337080689,298.6762858975804,3.9406189583483284,299.8342964313562,3.790978386326587,303.4974062342471,3.5704109263801405,309.255588754541
0.030555555555555555,4.018602153735514,298.72599970312416,3.9396367505330607,299.99356036962695,3.781500387701137,304.02446845835595,3.5509151350341677,310.4388257917103
0.03333333333333333,4.016783277075044,298.77499198394503,3.938740229963013,300.15047788548054,3.772464186460682,304.54454918568786,3.531553362785786,311.6192512783045
0.03611111111111111,4.015189711835623,298.82325634122725,3.937876000750726,300.3050512259875,3.7639295627165437,305.0569172530236,3.511881516115734,312.79691351082755
0.03888888888888889,4.013791250485735,298.8707908719282,3.937001509078688,300.4572924677017,3.7559193456895477,305.56103594195247,3.4917592100087465,313.9719531016723
0.041666666666666664,4.012563008767887,298.91759695883235,3.9360819159500644,300.6072172386868,3.7484025235990046,306.0565380078575,3.471300045083791,315.14409763750837
0.044444444444444446,4.011484025119128,298.9636784621617,3.9350865402613633,300.75484178399006,3.741364908937199,306.543203515799,3.450903618824882,316.312337998171
0.04722222222222222,4.010536381306674,299.009041051825,3.933990373027471,300.90018013934696,3.7347541422319686,307.0209299057891,3.4310724372602044,317.4748464701093
0.05,4.009704542182401,299.05369172589656,3.9327738867672393,301.0432436127256,3.7285203793703046,307.4897083612189,3.412308514957416,318.62929288639174
0.05277777777777778,4.008974653443825,299.09763847315895,3.9314235648916007,301.1840404026274,3.722598045942723,307.9496130629478,3.3948920115122476,319.7733086509717
0.05555555555555555,4.008334406547685,299.1408903411608,3.9299317574957886,301.3225777433336,3.716927319265213,308.4007833830671,3.378899505189084,320.9048821711075
0.058333333333333334,4.007772464162207,299.1834563535735,3.928296269357694,301.45886364931516,3.711437457303672,308.843425743744,3.364261342887044,322.02249066149614
0.06111111111111111,4.007279527074429,299.22534598820727,3.9265162730518286,301.5929092361852,3.706061744538323,309.27780556306817,3.350830502306731,323.12505112761914
0.06388888888888888,4.006846551587349,299.26657009632277,3.9246002407510034,301.7247284405367,3.7007430546695197,309.70424345372385,3.3384677972061056,324.2118600552578
0.06666666666666667,4.006463806642397,299.30713834273536,3.922550223062459,301.85433873548624,3.6954393145181137,310.12310446564067,3.3270429901061584,325.282480863094
0.06944444444444445,4.006124960680987,299.34706132968086,3.920384707441852,301.9817607237997,3.690118658254173,310.5347797564618,3.31644147308249,326.3366458621812
0.07222222222222222,4.0058216192361416,299.38635042912387,3.9181100468778984,302.107017794764,3.684758733178934,310.9396735466088,3.3065562330786187,327.37421628972186
0.075,4.005548506618154,299.4250154232802,3.915735858706996,302.23013572210454,3.6793421744515884,311.3381867294637,3.297284450921182,328.39533420451727
0.07777777777777778,4.005300131389617,299.46306805803266,3.9132767791863836,302.35114284594346,3.6738572307427386,311.730707622777,3.2885350118460757,329.39991445169267
0.08055555555555556,4.005071434839083,299.500518112998,3.9107409343329973,302.4700699192329,3.6682952334009324,312.1176033801961,3.280204372626626,330.3883983456722
0.08333333333333333,4.004859109719739,299.53737667567583,3.908143361733082,302.5869477626619,3.6626509113303607,312.499213319122,3.2722049499821306,331.36078347605803
0.08611111111111111,4.004656383862555,299.573654857653,3.905488287984098,302.70180861216323,3.6569215541603937,312.8758498569715,3.2644301940926264,332.3175644266054
0.08888888888888889,4.0044627632707535,299.60936241380165,3.9027905769111957,302.8146848976853,3.6511070943279273,313.2477878685464,3.2567740257948232,333.25946269981154
0.09166666666666666,4.004274344156602,299.64451049505254,3.900058404946757,302.92560932496997,3.645209255172354,313.61523921895775,3.2491383097288766,334.18665072577784
0.09444444444444444,4.004089748178629,299.6791089322089,3.8973003303480844,303.0346144992018,3.6392315213419897,313.97839743357304,3.241418052947732,335.0999875018149
0.09722222222222222,4.003904494327431,299.71316783223546,3.894523003767463,303.1417332455113,3.633179314012124,314.3374202847087,3.23352121419455,336.00008567572246
0.1,4.003719316065968,299.74669696155286,3.891733563084255,303.24699811901553,3.627058876941269,314.6924171840978,3.2253711302814945,336.88780513967544
